Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
E.ON Drive GmbH,Neuer Skandinavienkai,1,,23769,Puttgarden,Schleswig-Holstein,Kreis Ostholstein,54.503688,11.22529,2019-08-30,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Krausen GmbH & Co. KG,Flüggerteich,1,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.45277,11.01216,2021-04-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Osterstraße,39,gegenüber,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.438159,11.199993,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Bahnhofstraße,30,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.440457,11.194118,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Mühlenstraße,6,bei 6,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.438088,11.193375,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Bretterbude GmbH & Co. KG,Seepromenade,4,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3797576965246,10.9794128025799,2023-06-23,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HVB GmbH & Co. KG,Kapitän-Willi-Freter-Platz,0,Kapitän-Willi-Freter-Platz / Am Strande,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.374465,10.981566,2015-06-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Industriestraße,1-3,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36501,11.00834,2018-08-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Heinrich Berg e.K.,Wendstraße,19,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.371154,10.980757,2021-05-27,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
EWE Go GmbH,E47 1001,0,Rastplatz Autobahn,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.362009,10.983293,2021-07-06,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EWE Go GmbH,E47 1001,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.362009,10.983293,2021-07-07,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
EnBW mobility+ AG und Co.KG,Am Jachthafen,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.3742,10.9829,2024-04-30,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Lidl,Sundweg,113,LDE_6093_T54-HU1-3519-007,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36537,11.00788,2020-09-29,50,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Kupplung Typ 2, DC CHAdeMO",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,,,
Großenbrode Tourismus Service und Grundstücks GmbH,Teichstr.,12,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.372918,11.085465,2019-06-01,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Großenbrode Tourismus Service und Grundstücks GmbH,Südstrand,0,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.35794,11.086654,2019-06-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Holiday Vital Resort,Strandstraße,32,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.363027,11.085022,2021-12-16,160,Schnellladeeinrichtung,3,DC Kupplung Combo,160,,DC Kupplung Combo,160,,AC Steckdose Typ 2,22,,,,
Holiday Vital Resort,Strandstraße,32,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.362797,11.085154,2021-12-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Parkplatz Ostermade,Ostermader Kamp,7,,23779,Ostermade,Schleswig-Holstein,Kreis Ostholstein,54.32483,11.06954,2023-05-25,22,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,
E.ON Drive GmbH,Industriestraße,2,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.601444,9.838037,2016-07-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Heisterweg,4,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.599907,9.835771,2019-08-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Kiebitzweg,2,bei Nr. 2,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.602194,9.835992,2019-08-29,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
Autohaus Herrmann Kröger GmbH,Blankeneser Chaussee,93,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.5952825381101,9.82316142142571,2020-06-05,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Autohof Reimers GmbH,Altonaer Chaussee,49,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.598551,9.847903,2021-02-21,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
Autohof Reimers GmbH,Altonaer Ch,49,Öffnungszeiten07.00-18.30,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.598564,9.847952,2022-03-10,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
Werner Ahlfeld (GmbH & Co.) KG,Friedrich-Ebert-Allee,4-12,HinterderWerkstatt. Öffnungszeiten:MontagbisFreitag7.30Uhrbis17.00Uhr Samstag9.00Uhrbis11.30Uhr,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.607837,9.841558,2022-08-03,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
EnBW mobility+ AG und Co.KG,Altonaer Chaussee,81-83,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.59927,9.844062,2023-11-14,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Altonaer Chaussee,81-83,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.59927,9.844062,2023-11-14,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150,,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,,,
HanseWerk Charging Station,Industriestraße,2,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.60144,9.838044,2022-05-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Holstenplatz,3,bei 3,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.599936,9.835775,2022-03-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Handwerkerhö̈fe 3 GmbH & Co.KG,Langenkamp,28,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.57289,9.727498,2023-10-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Handwerkerhö̈fe 3 GmbH & Co.KG,Langenkamp,28,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.57289,9.727498,2023-10-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Rissener Straße,105,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5839444444,9.72405555556,2017-12-01,94,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Kupplung Typ 2,44,,,,,,,
Stadtwerke Wedel GmbH,Gorch-Fock-Straße,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.580419,9.702238,2018-04-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Standbaddamm,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.571806,9.696282,2018-04-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Bei der Doppeleiche,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.574465000000004,9.706255,2018-03-28,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Austraße,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.583252,9.696806,2018-03-28,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Op´n Klint,15,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.587682,9.70929,2020-11-12,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Am Freibad,2,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5786653348394,9.69576716423034,2022-02-02,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Wiedestraße,26,Steinberghalle,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5893073209213,9.70033657777924,2024-06-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Elbring,10,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5668414425371,9.73065809722328,2024-06-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Strandbaddamm,4,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5717661673818,9.69605617561453,2022-12-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Wedel GmbH,Heinestraße,8,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.5927211730302,9.72888708114624,2022-12-05,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
nonoxx pro,Langenkamp,28,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.572756,9.728147,2022-09-07,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
nonoxx pro,Langenkamp,28,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.572817,9.72805,2022-09-07,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
RMP GmbH,Hauptstrasse,40,,25335,Bokholt-Hanredder,Schleswig-Holstein,Kreis Pinneberg,53.787695,9.730502,2020-11-12,11,Normalladeeinrichtung,1,AC Kupplung Typ 2,11,,,,,,,,,,
Stadtwerke Elmshorn,Siethwender Chaussee,0,,25335,Raa-Besenbek,Schleswig-Holstein,Kreis Pinneberg,53.76638,9.62722,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Lornsenstraße,52,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.759929,9.653315,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Schulstraße,15,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.753984,9.654818,2020-10-26,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Koppeldamm,1,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.762656,9.671742,2020-12-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Wedenkamp,9,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75148,9.648477,2021-06-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Wedenkamp,9,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.751485,9.648556,2021-06-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Service-Zentrum Duitsmann GmbH,Kaltenweide,164,,25335,Elmsdorn,Schleswig-Holstein,Kreis Pinneberg,53.768527520444,9.6785825978098,2020-06-05,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
LAN1 Hotspots GmbH,Matthias-Kahlke-Promenade,30,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75795,9.65681,2021-09-10,88,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Pflegedienst Arguma,Lieth,70,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.7282161830038,9.65975537047803,2024-02-06,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Pflegedienst Arguma,Lieth,70,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.7282161830038,9.65975537047803,2024-02-06,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Stadtwerke Elmshorn,Dorfstraße,105,,25336,Klein Nordende,Schleswig-Holstein,Kreis Pinneberg,53.723736,9.662995,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Westerstraße,50-54,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748073,9.650028,2020-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Westerstraße,50 - 54,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74808,9.65002,2021-12-15,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,
Stadtwerke Elmshorn,Wedekamp,1,Am Südufer / Hafen Elmshorn,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.751819,9.654171,2022-06-29,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,
Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EnBW mobility+ AG und Co.KG,Am Eiskeller,26,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74573,9.66126,2023-02-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
EnBW mobility+ AG und Co.KG,Am Eiskeller,26,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74573,9.66126,2023-02-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Autohaus Elmshorn GmbH & Co. KG,Farmers Ring,4,,25337,Kölln-Reisiek,Schleswig-Holstein,Kreis Pinneberg,53.74803,9.69702,2023-04-13,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,DC Kupplung Combo,22,,,,,,,
Stadtwerke Elmshorn,Hamburger Straße,209,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748426,9.691664,2020-08-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Heidkamp,31,,25337,Kölln-Reisiek,Schleswig-Holstein,Kreis Pinneberg,53.759802,9.687785,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Schulstraße,10,,25337,Seeth-Ekholt,Schleswig-Holstein,Kreis Pinneberg,53.741711,9.729349,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ernst-Abbe-Straße,9,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.744344,9.699233,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ernst-Abbe-Straße,9,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.744215,9.699152,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Köllner Chaussee,129,,25337,Kölln-Reisiek,Schleswig-Holstein,Kreis Pinneberg,53.756461,9.706612,2020-10-26,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ramskamp,71-75,Auf dem Kundenparkplatz in der 1.Reihe zur Straße,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.740919,9.70075,2021-10-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ramskamp,71-75,Auf dem Kundenparkplatz in der 1.Reihe zur Straße,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.740919,9.70075,2021-10-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Zum Krückaupark,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75535,9.674674,2022-05-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Zum Krückaupark,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.7552594,9.6747556,2022-05-16,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,
Stadtwerke Elmshorn,Agnes-Karll-Allee,17,Parkplatz Regio Klinikum Elmshorn,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.7524,9.68355,2022-06-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Agnes-Karll-Allee,17,Parkplatz Regio Klinikum Elmshorn,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75238,9.683514,2022-06-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Agnes-Karll-Allee,17,Parkplatz Regio Klinikum Elmshorn,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75244,9.683471,2022-06-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ramskamp,71-74,Auf dem Kundenparkplatz in der 1.Reihe zur Straße,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.740919,9.70075,2024-06-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Elmshorn,Ramskamp,71-74,Auf dem Kundenparkplatz in der 1.Reihe zur Straße,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.740919,9.70075,2024-06-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Ramskamp,100,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74167,9.70773,2017-10-04,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
May & Olde GmbH,Hamburger Str.,134,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748618,9.687698,2020-07-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Autohaus Herrmann Kröger GmbH,Farmers Ring,5,,25337,Kölln-Reisiek,Schleswig-Holstein,Kreis Pinneberg,53.7479868,9.6983324,2019-11-18,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Autohaus Tiedemann GmbH & Co. KG,Otto-Hahn-Straße,5,SkodaVertragspartnersowieVWServicepartner,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.745384,9.687725,2022-10-12,39.65,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,DC Kupplung Combo,22,,,,,,,
Autohaus Elmshorn GmbH & Co. KG,Farmers Ring,4,EinfahrtParkplatzlinkeSeite,25337,Kölln-Reisiek,Schleswig-Holstein,Kreis Pinneberg,53.748316,9.697237,2023-05-23,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
Comfort Charge,Hamburger Str.,147,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74973,9.68445,2020-05-20,150,Schnellladeeinrichtung,4,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,DC Kupplung Combo,150,
Comfort Charge,Hamburger Str,147,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74992,9.68384,2023-01-21,200,Schnellladeeinrichtung,2,DC Kupplung Combo,200,,DC Kupplung Combo,200,,,,,,,
famila,Hans-Böckler- Straße,1,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74851,9.68473,2022-09-26,72,Schnellladeeinrichtung,3,AC Steckdose Typ 2,11,,AC Kupplung Typ 2,11,,"DC Kupplung Combo, DC CHAdeMO",50,,,,
GP JOULE Connect GmbH,Ernst-Abbe-Straße,9,Parkplatz Kreisverwaltung Pinneberg,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.744887,9.700296,2023-08-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Aral Pulse,Werner-von-Siemens-Str.,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.745524,9.705794,2023-09-21,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Aral Pulse,Werner-von-Siemens-Str.,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.745524,9.705794,2023-09-21,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Stadtwerke Barmstedt,Erlengrund,29,,25355,Barmstedt,Schleswig-Holstein,Kreis Pinneberg,53.793934,9.763391,2022-06-16,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
Stadtwerke Barmstedt,Seestraße,12,,25355,Barmstedt,Schleswig-Holstein,Kreis Pinneberg,53.786165,9.764223,2017-03-21,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
Stadtwerke Barmstedt,Küsterkamp,3,,25355,Barmstedt,Schleswig-Holstein,Kreis Pinneberg,53.788047,9.771173,2017-03-21,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
Stadtwerke Barmstedt,Weidkamp,11,,25355,Barmstedt,Schleswig-Holstein,Kreis Pinneberg,53.79695,9.774733,2017-03-21,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
