standort_id,breitengrad,laengengrad,adress_id
5934,50.089098,6.273808,5050
19937,51.956389,7.002222,17434
27192,51.729028,10.252765,23108
20683,47.617895,8.249086,18084
18240,50.69667,9.72495,16061
18564,50.72841,8.856677,16347
11633,51.299977,13.265762,10313
480,50.7976148,8.9234082,424
18231,50.53533,9.68215,16052
470,50.7060835,8.6987417,414
31023,49.124781,8.58466,25965
26370,50.7594392,8.7360923,22466
10348,51.88935,11.063186,9083
32095,52.480166,8.096751,26895
9601,50.578611,6.262222,8381
11038,51.500335,10.793992,9744
3675,50.809167,6.642222,3010
14348,48.0358,10.72347,12566
31786,51.9319779,8.9158512,26614
24259,48.448783,12.358694,20723
18394,51.25779,9.729154,16191
6540,50.050706,10.217371,5583
18653,50.19354,8.100287,16431
20641,48.40478109,9.053657692,18053
27149,51.417612,9.653364,23063
9825,51.665163,6.453539,8597
26469,50.142445,8.159937,22557
2135,48.966437,9.399544,1836
9516,50.773315,7.314148,8298
6004,50.597778,7.608611,5121
11447,51.537584,7.553508,10141
23263,51.894502,6.983767,19970
1403,52.982989,9.925407,1201
32168,51.825951,6.931064,26963
1342,51.724269,10.247522,1144
31392,51.840239,6.695362,26253
18660,50.044354,7.803659,16438
18454,50.390444,8.183395,16249
19593,52.341389,8.221667,17183
16076,50.81955,6.1293,14112
3924,51.739103,6.293278,3251
16903,51.523703,7.552679,14864
32455,51.552596,7.544425,27226
32404,51.52286,7.443328,27180
8450,52.431025,13.456533,7295
24635,48.03046,10.7262,21006
14926,52.47005,13.443517,13084
8582,52.540156,13.20465,7417
14867,52.496609,13.344951,13040
15013,52.521687,13.585812,13165
25089,52.481608,13.526306,21403
8487,52.476478,13.600761,7331
25212,52.477556,13.427303,21508
8571,52.533317,13.196933,7406
3119,48.539971,12.156532,2663
2557,49.411731,8.696741,2240
19765,52.329626,9.804213,17294
17291,53.998729,10.779577,15212
31471,51.7883,7.6185,26322
32659,52.045278,7.469167,27414
469,50.7393577,8.6305707,413
19941,52.031258,7.103232,17437
23123,49.688453,8.619508,19840
16926,51.499444,7.333333,14887
16919,51.497778,7.3625,14880
11455,51.530833,7.414167,10149
11460,51.518767,7.332117,10154
26180,50.2202,8.609,22318
16784,51.526755,6.94403,14748
30601,47.768975,9.162205,25599
6039,50.312398,7.797914,5154
9420,50.825278,6.981389,8207
6541,50.045987,10.221394,5584
32482,51.35702,6.74546,27248
18557,50.7910417,8.7658445,16340
34115,50.231934,7.588254,28651
12785,50.071841,7.439922,11360
11427,51.489983,7.505133,10122
32420,51.48355,7.466767,27194
11395,51.534722,7.450556,10091
442,50.13127,8.56074,387
26197,50.18266,8.46463,22335
5076,48.8026,9.79944,4253
22812,48.7959,9.86483,19579
13302,48.41397,10.85304,11761
11587,51.251353,12.314708,10270
22806,48.801249,9.790036,19573
12900,51.34371,12.376692,8985
10245,51.343758,12.376692,8985
34022,49.975,6.523333,28565
26586,54.093314,12.097891,22666
5989,50.388056,7.405,5106
33879,49.755763,6.650591,28438
33878,49.755819,6.650612,28438
27021,53.8623163,8.6974851,22949
13301,48.393564,10.834313,11760
13578,48.04736,11.96869,11959
28635,50.925541,11.586439,24293
246,50.223774,8.622887,219
13820,49.947841,10.598556,12159
32314,51.54825,6.93673,27092
257,50.176305,8.608676,230
17934,51.297165,13.296425,15793
15830,50.871703,6.693809,13881
24691,48.589076,13.086366,21048
4322,47.80753822,7.630816112,3538
9916,51.326667,6.968611,8687
10568,54.814639,8.289611,9295
9781,51.942183,7.985536,8558
23921,47.99202,12.0006,20436
10574,54.755361,8.293333,9301
27933,50.627538,7.011032,23694
9523,50.660817,6.892083,8305
24133,48.28195,10.4707,20617
12297,50.923715,6.991864,10915
14623,48.940815,12.731491,12818
32619,50.742488,6.156648,27364
26184,50.224464,8.633431,22322
15823,50.951389,6.633333,13876
12544,49.749144,6.61948,11139
21290,48.78391,11.47772,18549
16906,51.515113,7.613517,14867
26275,50.4046,8.15344,22379
18448,50.448272,8.046851,16242
28290,54.024782,10.75604,24006
17294,54.024722,10.755556,15215
28287,53.994444,10.780556,24003
15162,51.760048,14.328162,13296
4797,47.700549,9.184999,3988
24258,48.4477444,12.35349722,20722
245,50.227467,8.617549,218
12535,49.75201,6.63345,11131
32457,51.548117,7.381117,27228
32456,51.549144,7.462677,27227
16913,51.570883,7.3801,14874
11439,51.494961,7.555438,10134
16925,51.502654,7.333715,14886
15802,51.639374,7.263407,13857
448,50.068436,8.486863,393
27885,50.90733,7.18812,23652
19559,51.8181222,9.8698222,17150
3688,51.40115,7.185217,3023
3077,48.761385,11.426317,2628
33005,50.934986,6.946149,27721
21274,48.76314,11.426985,18533
32611,50.77212,6.03823,27357
244,50.220643,8.621976,217
34123,50.050883,7.61065,28655
20015,51.328152,7.185217,17506
7844,48.6299341,13.1915634,6711
16382,50.05265,7.607283,14398
9326,51.582837,7.212042,8113
27957,50.812222,7.036667,23716
32394,51.519433,7.49855,27170
5490,50.93951,6.815948,4631
26280,50.334624,8.233521,22385
28866,48.82651,9.30181,24493
27065,52.694167,7.303889,22988
28604,50.978215,11.023076,24267
13288,49.977204,9.06415,11747
27130,51.91041,10.424539,23045
31523,51.387813,7.386103,26376
17933,51.307994,13.294401,15792
5605,51.4693679,6.8519582,4741
26183,50.219668,8.621003,22321
9537,51.047623,8.39196,8318
12816,49.60495,6.416017,11388
15945,50.721655,7.025878,13987
19613,52.409486,7.983581,17200
29843,47.995167,10.16638,25230
3696,51.29304,7.351393,3030
16367,50.963081,6.955304,14387
17562,50.972294,11.038116,9630
2189,48.488598,9.212194,1879
17782,50.9761,10.3318,15650
28759,50.570419,10.437083,24408
19627,52.431111,7.745556,17213
9226,51.20414,7.361328,8014
20685,47.62925,8.2669,18086
32543,50.903591,7.399863,27302
23780,48.846813,12.963939,20373
34198,50.195236,6.8313,28722
5927,49.937733,6.642217,5044
32530,50.710012,7.276724,27291
33008,50.943511,6.973142,27724
19801,52.440216,9.741759,17324
31025,49.12339161,8.6007553,25966
33407,51.27443368,6.744380379,28051
27144,51.89103,10.173191,23058
32826,51.655333,6.627619,27565
18348,50.224854,8.619121,16164
9650,52.314167,7.875278,8430
18238,50.4499705,9.9195524,16059
917,53.1462,8.21619,814
7793,48.02868,10.72752,6659
9759,51.263453,6.551712,8536
11634,51.306529,13.303368,10314
16237,51.250725,6.478438,14268
17935,51.306527,13.303379,10314
9414,50.802161,6.815611,8201
18237,50.49364,9.69769,16058
33068,51.377046,12.395435,27771
31313,48.79819,9.789304,26207
27994,51.437687,11.98433,23749
30383,48.097266,9.791612,25519
4030,48.43932825,9.817808069,3357
33112,51.395998,12.395038,27803
10258,51.351696,12.300375,8997
22810,48.81386,9.77213,19577
22807,48.80117,9.78553,19574
17800,51.39844,12.399376,15666
28632,50.89954,11.5887,24290
11056,50.80418,11.61156,9762
32540,50.7715641,7.2818257,27299
13327,48.37606,10.84684,11786
33906,50.545405,7.251632,28461
32313,51.522383,6.984621,27091
7241,48.411409,10.44036,6182
7722,48.22295,10.11912,6592
7877,49.013638,12.3984927,6742
15887,51.040355,7.207632,13937
13399,49.215034,12.669413,11855
19403,53.35075,9.86509,17016
31024,49.12359347,8.59774775,3943
3608,51.829433,7.042417,2943
27434,52.112733,8.18335,23315
27326,53.23314,7.45643,17103
27723,51.118723,7.388353,23513
19402,53.328999,9.881084,17015
1173,52.81465912,8.19315,983
13961,47.552545,9.719015,12274
7398,47.54905,9.728895,6327
7400,47.570537,9.638093,6329
27713,52.2754,8.709933,23505
14363,48.405772,13.313565,6686
1614,52.555116,7.946844,1404
19624,52.418583,7.83615,17210
6708,48.547028,10.847884,5741
1912,53.2834828,9.2773142,1635
30995,49.1081,8.85217,25937
22460,49.1015,8.85898,19259
565,50.09275,8.10255,504
3708,51.259098,7.468214,3042
11876,50.779498,6.106563,10536
22503,49.12389336,8.59817312,19302
3899,51.715783,9.183927,3226
20670,48.072809,8.634946,18075
22069,47.88075993,7.729637091,18929
20024,51.409917,7.451417,17514
23664,48.17298,10.73271,20274
18131,50.986783,8.257317,15955
13719,48.741523,13.519216,6090
26057,50.54246,9.70927,22200
9796,51.7566,8.045109,8572
24969,47.94177,10.30028,21299
16204,51.69,7.466111,14236
31511,50.85075,6.366683,26364
10557,54.788005,8.825008,9284
17260,54.773883,8.971592,15187
17254,54.782224,8.848749,15180
10532,54.618079,8.964022,9259
32898,51.297564,6.836438,27632
12134,51.448567,7.0085,10763
746,53.361164,13.091585,677
27730,51.021294,7.382112,23520
33326,50.621111,12.298889,27999
33327,50.620556,12.302222,28000
27447,52.4775,7.830278,23325
16151,52.265833,7.715833,14189
15893,51.252441,6.69092,13938
26177,50.29242,8.510692,22315
5952,49.486412,7.726926,5069
12821,50.254283,7.009833,11393
33532,51.678024,7.809781,28152
23880,48.71649,10.77952,20401
27384,51.714899,10.000466,23274
17854,50.711635,12.761841,15715
12236,50.944661,6.96153,10857
32745,51.660556,7.631667,27495
16200,51.665143,7.636019,14232
22014,47.657459,9.452742,18885
32931,52.316731,8.626008,27659
2161,48.41428,9.47985,1858
30574,47.652181,9.473937,25579
1541,51.706218,9.995465,1334
15684,51.01824,7.374261,13748
3587,52.0693814,6.98449473,2923
19924,52.0748956,7.00409514,17423
31630,50.919309,6.1193,26475
1332,51.589001,9.927166,1134
10023,51.1763797,6.867338205,8779
12256,50.960305,6.93333,4621
18020,50.494705,12.1366,15872
32576,51.496778,8.12878,27333
4254,47.68861,9.490143,3473
26687,54.087639,13.41662,22758
4251,47.652516,9.484518,3469
33340,50.72362536,12.49456859,28013
4708,49.10744638,8.81693915,3902
6091,49.655533,6.942617,5203
19993,50.6883,6.48347,17484
31912,53.551346,9.942508,26727
32824,51.65964,6.611269,27563
34338,50.819402,12.887048,28850
6603,48.169358,12.831,5642
34324,50.831645,12.924229,28839
27084,52.48662,7.5456,23007
12270,50.949679,6.840067,10888
6957,48.71429,10.77673,5924
10592,54.142054,10.612433,9312
11723,50.521086,12.379935,10401
4869,48.89233,9.18329,4058
8815,52.921297,12.809736,7649
16967,51.21806481,6.78230145,10542
11883,51.21804465,6.782569671,10542
12108,51.17585169,6.850896263,10737
33429,51.17540775,6.837769533,28067
22617,48.89155,9.18375,19413
26670,53.560342,13.883457,22740
7404,47.574952,9.612383,6333
15873,50.988624,7.113263,13924
6140,49.342844,7.180054,5252
12837,49.351743,7.176021,11407
34224,49.351978,7.186579,28745
9730,51.704409,7.460999,8507
27135,51.8041477,10.3336662,23050
31128,48.89421,9.18707,26052
11688,51.28778,13.0639,10366
16114,50.875383,6.145483,14153
19318,51.803357,10.536972,16938
4242,47.654017,9.476289,3461
20025,51.290418,7.290649,17515
10008,51.24209631,6.739568497,8764
30585,47.66493,9.428625,25584
22594,48.85955,9.18536,19391
33454,51.448733,7.00805,10763
27699,52.188611,9.079167,23495
19896,52.191389,9.080556,17402
29709,48.32745,10.90014,25117
16072,50.87285,6.09512,14107
5783,49.314389,8.446408,4901
33424,51.23844402,6.734123611,28062
9538,50.9255,8.4119,8319
20035,51.4380833,7.336555556,17525
5429,51.76805,6.838167,4573
12049,52.237804,8.92147,10694
12389,51.5019153,6.8829559,10997
19988,50.817117,6.35525,17480
27941,50.644627,7.228698,23701
9533,50.7894,7.999667,8314
5280,50.112339,8.677581,4436
34234,49.3142,7.1518,28756
6144,49.355035,7.128594,5256
23553,48.450759,11.133498,20173
11760,50.73317,12.48447,10437
11738,50.496472,12.137355,10416
18355,50.226722,8.57039,16171
15103,52.508433,13.260589,13243
18401,51.416292,9.187828,271
4712,48.94141,8.406455,3906
31283,48.834432,10.094287,26180
514,50.123833,8.833389,457
34079,50.40765,7.47238,28620
24066,48.812777,13.543055,20556
1343,51.43341,10.14502,1145
112,50.570429,8.693213,111
7225,48.24407,10.36049,6167
15826,50.903783,6.679267,13879
34116,50.154667,7.5556,28652
23669,48.267122,10.84485,20279
22271,48.442754,8.689705,19108
24833,48.2513478,12.9847866,21177
12114,51.19380379,6.812993907,10743
6646,49.068243,10.327596,5681
12109,51.16428327,6.852688339,10738
27156,51.528467,9.937287,23070
19050,52.429,10.786,16752
28262,54.95603,8.34172,23989
16047,50.790853,6.096781,14083
15685,51.030012,7.407968,13749
30777,48.626864,9.336113,25760
12751,50.351267,7.041983,5111
23104,50.09095,8.28078,19821
6973,48.67782,10.87382,5937
14853,52.505042,13.327423,13025
12110,51.17241108,6.841476345,10739
14571,49.899595,10.355169,12768
13218,48.256313,12.59077,11681
27140,51.731811,10.612628,23054
1656,52.373932,9.740697,1445
27469,52.370685,9.73977,23344
7809,47.8032,10.55061,6677
11461,51.43519,6.76228,10155
4813,47.5967,7.662286,4004
11742,50.436184,12.120036,10420
31085,47.637409,7.695157,26018
16519,50.835223,12.920058,14529
14681,48.04784,10.49243,12869
22569,47.615845,7.662071,19366
31721,51.75745,6.397533,26559
18126,50.961367,7.994433,15951
20682,47.664163,8.003102,18083
2459,47.557717,8.045899,2144
29111,48.137093,8.414551,24686
4830,47.556576,7.784982,4021
4828,47.556236,7.729745,4019
23721,47.7242,12.879,20327
19327,51.539918,9.933665,16947
30600,47.768993,9.163404,25598
7776,47.465319,10.104665,6643
30626,47.963948,7.76889,25620
12562,50.382473,6.927502,11153
3738,50.528918,6.477087,3073
1336,51.56411596,10.15391529,1138
32552,50.8729,8.01331,27311
7479,48.24096675,12.52144754,6401
1431,52.1184,9.73641,1233
17918,51.25647,12.73762,15777
33314,50.508963,12.399298,27988
11553,50.41929,12.96897,10236
11617,51.374011,12.740978,10299
17862,50.747848,13.069798,15722
33273,50.91211,13.032813,27953
28101,51.448641,11.812557,23854
6220,50.85787,12.92689,5333
11797,50.847091,12.786525,10459
17914,51.151658,12.411113,15773
11687,51.297307,13.107235,10365
11597,51.23369,12.335186,10280
25641,51.71768,14.28885,21874
17903,51.28402,12.369383,15762
17913,51.16385,12.55022,15772
16999,51.21600632,6.812058542,14947
33430,51.1749016,6.845049048,28068
28633,50.87816,11.61594,24291
11114,51.212,10.46145,9817
1303,51.53169,10.10225,1106
31079,47.610213,7.664981,26014
20679,47.553616,8.023323,18080
15960,50.7745,7.448117,14003
31512,50.846067,6.35815,26365
29215,47.593054,8.299903,24775
13315,48.21795,10.84209,11774
29708,48.31897,10.89212,25116
4515,48.466998,8.409437,3726
9570,50.78062,6.05082,8351
24636,48.03446,10.71515,21007
22056,47.81393,9.272603,18916
12271,50.938688,6.906852,10889
