adress_id,kreis_kreisfreie_stadt,ort,postleitzahl,strasse,hausnummer
13242,Kreisfreie Stadt Berlin,Berlin,13629,Nonnendamm,62-64
14053,Kreis Soest,Lippstadt,59557,Rossfeld,78
10936,Kreisfreie Stadt Krefeld,Krefeld,47800,Glockenspitz,123
17635,Kreis Herford,Kirchlengern,32278,Vahrenkampstraße,12-16
11104,Kreisfreie Stadt Neustadt an der Weinstraße,Neustadt,67433,Manfred-Vetter-Str.,0
3754,Landkreis Göppingen,Göppingen,73037,Jahnstr.,103
13343,Landkreis Elbe-Elster,Elsterwerda,4910,An der B,0
3606,Landkreis Emmendingen,Sexau,79350,Ernst-Bühler-Weg,1
3449,Landkreis Böblingen,Leonberg,71229,Römerstraße,34
17699,Kreis Kleve,Kleve,47533,Bensdorpstraße,3
771,Kreisfreie Stadt Braunschweig,Braunschweig,38112,Gifhorner Str.,151
20626,Landkreis Günzburg,Gundremmingen,89355,Rathausplatz,1
15755,Landkreis Görlitz,Vierkirchen,2894,Arnsdorf,212
6664,Landkreis Ostallgäu,Marktoberdorf,87616,Maurerweg,2
12571,Landkreis Ostallgäu,Marktoberdorf,87616,Am Wirtseck,9
12149,Landkreis Günzburg,Ichenhausen,89335,Schlossplatz,5
12895,Landkreis Weilheim-Schongau,Schongau,86956,Buchenweg,12
11664,Landkreis Aichach-Friedberg,Ried,86510,Hauptstraße,1
13344,Landkreis Elbe-Elster,Herzberg (Elster) OT Löhsten,4916,An der roten Lache,38B
24308,Kreisfreie Stadt Weimar,Weimar,99423,Friedenstraße,1
24309,Kreisfreie Stadt Weimar,Weimar,99423,Hermann-Brill-Platz,0
15665,Landkreis Weimarer Land,Bad Sulza,99518,Wunderwaldstraße,2a
828,Kreisfreie Stadt Oldenburg (Oldb),Oldenburg,26131,Klingenbergstrasse,1
591,Landkreis Wetteraukreis,Bad Nauheim,61231,Hohe Straße,14-18
9675,Kreisfreie Stadt Weimar,Weimar,99423,Unescoplatz,1
24311,Kreisfreie Stadt Weimar,Weimar,99427,Industriestraße,14
15690,Landkreis Bautzen,Hoyerswerda,2977,Markt,1
9679,Kreisfreie Stadt Weimar,Weimar,99427,Erfurter Straße,57
15691,Landkreis Bautzen,Hoyerswerda,2977,Lausitzer Platz,1
9676,Kreisfreie Stadt Weimar,Weimar,99423,August-Baudert-Platz,2
9678,Kreisfreie Stadt Weimar,Weimar,99427,Buchenwald,2
9859,Kreis Wesel,Hünxe,46569,Junkersfeld,1
20292,Landkreis Bad Tölz-Wolfratshausen,Geretsried,82538,Karl-Lederer-Platz,1
3808,Landkreis Heidenheim,Dischingen,89561,bei Turnstraße,5
4732,Kreisfreie Stadt Münster,Münster,48163,Weseler Straße,535
3370,Landkreis Alb-Donau-Kreis,Rammingen,89192,Rathausgasse,9
23896,Kreis Dithmarschen,Heide,25746,Markt,24-26
17667,Kreis Hochsauerlandkreis,Winterberg,59955,Remmeswiese,2
20562,Landkreis Freyung-Grafenau,Perlesreut,94157,Bräuhausstrasse,3
1994,Landkreis Schwäbisch Hall,Oberrot,74420,bei Zweisimmenstraße,20
18973,Landkreis Calw,Althengstett,75382,Gottlieb-Braun-Straße,25
6286,Landkreis Landsberg am Lech,Weil,86947,Landsberger Str.,28
26194,Landkreis Ostalbkreis,Hüttlingen,73460,Sulzdorfer Str.,0
27540,Kreis Viersen,Kempen,47906,Viehmarkt,1
1800,Stadtkreis Stuttgart,Stuttgart,70736,Stuttgarter Straße,70
17957,Landkreis Rottweil,Zimmern ob Rottweil,78658,Raiffeisenstraße,2-4
11274,Landkreis Germersheim,Rheinzabern,76764,Hauptstraße,33
24312,Kreisfreie Stadt Weimar,Weimar,99427,Damaschke Straße,1
15153,Kreis Herzogtum Lauenburg,Ratzeburg,23909,Schweriner Straße,90
8921,Kreisfreie Stadt Hamm,Hamm,59071,Alter Grenzweg,2
10234,Landkreis Erzgebirgskreis,Annaberg-Buchholz,9456,Lousie-Otto-Peters-Straße,1
3286,Kreis Lippe,Bad Salzuflen,32105,Riestestraße,26
18496,Kreisfreie Stadt Erlangen,Erlangen,91052,Schuhstraße,44
26574,Kreis Kleve,Geldern,47608,Klever Str.,106
8263,Kreis Rhein-Kreis Neuss,Neuss,41464,Moselstraße,25-27
16629,Landkreis Vorpommern-Greifswald,Pasewalk,17309,Feldstraße,24
3163,Kreis Herford,Bünde,32257,Wasserbreite,31
27596,Kreis Märkischer Kreis,Menden,58710,Lendringser Hauptstraße,28 a
17742,Kreis Lippe,Bad Salzuflen,32107,Schelpstraße,1
8610,Kreis Märkischer Kreis,Menden,58708,Heidestraße,80
11602,Kreisfreie Stadt Regensburg,Regensburg,93059,Donaustaufer Str.,118
23529,Kreis Olpe,Olpe,57462,Parkplatz P13,0
12924,Landkreis Würzburg,Eisingen,90429,Landwehrweg,19
28494,Landkreis Bad Dürkheim,Grünstadt,67269,Bahnhofstr.,0
24582,Landkreis Rhein-Neckar-Kreis,Schwetzingen,68723,Carl-Theodor-Straße,33
26585,Kreis Kleve,Straelen,47638,Soatspad,2
9948,Kreisfreie Stadt Bonn,Bonn,53111,Theaterstraße,60
1991,Landkreis Schwäbisch Hall,Gaildorf,74405,Schlossstraße,0
15231,Kreis Ostholstein,Heiligenhafen,23774,Industriestraße,1-3
6932,Landkreis Starnberg,Wörthsee,82237,Gut Schluifeld,1A
8431,Kreis Steinfurt,Mettingen,49497,Clemensstraße,6
11779,Landkreis Augsburg,Untermeitingen,86836,Lechfelder Str.,57
8421,Kreis Steinfurt,Ibbenbüren,49477,Weberstraße; ggü Nr.,25
12240,Landkreis Landsberg am Lech,Fuchstal,86925,Hauptstraße,32 A
12876,Landkreis Unterallgäu,Pfaffenhausen,87772,Mindelheimer Str.,34
14169,Kreis Steinfurt,Hörstel,48477,Bahnhofstraße,0
27448,Kreis Steinfurt,Lotte-Wersen,49504,Westerkappelner Str.,19
6921,Landkreis Schweinfurt,Röthlein,97520,Kardinal-Faulhaber-Platz,5
12243,Landkreis Landsberg am Lech,Unterdießen,86944,Schloßberg,4
5749,Landkreis Augsburg,Lagerlechfeld,86836,Bahnhofstr.,30
13810,Kreis Paderborn,Büren,33142,Detmarstraße,15
1576,Landkreis Region Hannover,Burgwedel,30938,Im Klint,2
5073,Landkreis Kusel,Glan-Münchweiler,66907,Bahnhofstr.,0
17323,Landkreis Region Hannover,Langenhagen,30853,Walsroder Straße,142
16082,Landkreis Gießen,Reiskirchen,35447,Siemensstraße,4-6
22741,Landkreis Vorpommern-Greifswald,Pasewalk,17309,An den Stadtwerken,2
26216,Landkreis Rastatt,Rastatt,76437,Im Baisert,3
3268,Kreis Kleve,Geldern,47608,Grunewaldstr.,50-54
5744,Landkreis Augsburg,Biberbach,86485,Raiffeisenstraße,7
21273,Landkreis Traunstein,Übersee,83236,Bahnhofstraße,89
15601,Landkreis Saale-Orla-Kreis,Schleiz,7907,Industriestr.,29
28775,Landkreis Regionalverband Saarbrücken,Saarbrücken,66130,Bühlerstraße,18
5336,Kreisfreie Stadt Chemnitz,Chemnitz,9116,Carl-Hamel-Straße,21
5935,Landkreis Donau-Ries,Kaisheim,86687,Münsterplatz,999
5933,Landkreis Donau-Ries,Mohnheim,86653,Schulstr.,2
4553,Landkreis Wittmund,Esens,26427,Bürgermeister-Becker-Straße,11
8935,Kreisfreie Stadt Herne,Herne,44652,Langekampstr.,36
22012,Kreisfreie Stadt Hamburg,Hamburg,20457,Stockmeyerstr.,41
9177,Kreis Dithmarschen,Brunsbüttel,25541,Gustav Meyer Platz,0
9475,Kreis Segeberg,Norderstedt,22846,Buckhörner Moor,110
28594,Landkreis Kusel,Offenbach-Hundheim,67749,Hauptstraße,82 Z
19175,Landkreis Heidenheim,Gerstetten,89547,Am Bahnhof,1
8048,Kreis Olpe,Wenden,57482,Parkplatz Rathaus Wenden,0
26931,Landkreis Wittmund,Neuharlingersiel,26427,Otzumer Balje,2
17084,Landkreis Hildesheim,Bad Salzdetfuth,31162,Bodenburger Str.,55a
17085,Landkreis Hildesheim,Bad Salzdetfurth,31162,Oberstraße,10
23208,Landkreis Hildesheim,Bad Salzdetfuth,31162,Solebadstraße,6
8296,Kreis Rhein-Sieg-Kreis,Sankt Augustin,53757,Im Mittelfeld,7
11541,Kreisfreie Stadt Nürnberg,Nürnberg,90469,Zollhausstraße,22
7208,Kreisfreie Stadt Berlin,Berlin,10829,Geneststr.,5
26259,Kreis Borken,Isselburg,46419,Industriestr.,7
27069,Kreisfreie Stadt Bonn,Bonn,53123,Rochusstraße,176-178
11172,Landkreis Alzey-Worms,Schornsheim,55288,Schillerstr.,40
14705,Kreisfreie Stadt Bonn,Bonn,53113,Kurt Schumacher Straße,14
27842,Landkreis Erzgebirgskreis,Stollberg,9366,Hohensteiner Straße,60z
25694,Landkreis Calw,Ostelsheim,75395,Weilderstädter Straße,19
9008,Kreisfreie Stadt Halle (Saale),Halle/Saale,6116,Berliner Straße,61
23233,Landkreis Leer,Bunde,26831,Krichring,2
10339,Landkreis Mittelsachsen,Roßwein,4741,Markt,4
26491,Kreis Herford,Spenge,32139,Düttingdorfer Str.,342
15348,Kreis Segeberg,Bad Segeberg,23795,Jasminstr.,1
4510,Kreisfreie Stadt Wiesbaden,Wiesbaden,65195,An der B417,0
11916,Landkreis Dillingen a.d. Donau,Bissingen,86657,Stillnauer Str.,2
19282,Landkreis Karlsruhe,Ettlingen,76275,Hertzstr.,31
23237,Landkreis Leer,Jemgum,26844,A'nt Splittland,0
4509,Kreisfreie Stadt Wiesbaden,Wiesbaden,65195,Platter Straße,0
27176,Kreisfreie Stadt Dortmund,Dortmund,44145,Bornstraße,160
18005,Landkreis Schwarzwald-Baar-Kreis,Tuningen,78609,Friedhofstraße,2
3947,Landkreis Karlsruhe,Bruchsal,76646,Murgstr.,4
22419,Landkreis Main-Kinzig-Kreis,Gelnhausen,63571,Barbarossastr.,26
946,Landkreis Aurich,Aurich,26607,Esenser Straße,140
11784,Landkreis Augsburg,Langenneufnach,86863,Rathausstraße,58
26217,Landkreis Rastatt,Rastatt,76437,Woogseestr.,5
14699,Kreisfreie Stadt Bonn,Bonn,53111,Engeltalstraße,2
19590,Landkreis Ostalbkreis,Böbingen an der Rems,73560,Römerstraße,2
5257,Landkreis Neunkirchen,Merchweiler,66589,Quierschiederstraße,17
8663,Kreis Mettmann,Ratingen,40885,Wedauer Straße,34
15343,Kreis Segeberg,Norderstedt,22850,Lütjenmoor,15
3657,Landkreis Esslingen,Filderstadt,70794,Dr.-Manfred-Müller-Straße,4
21941,Kreisfreie Stadt Bremen,Bremen,28757,Am Rabenfeld,7
8140,Kreis Recklinghausen,Marl,45772,Begonienstraße,1
2555,Kreisfreie Stadt Bayreuth,Bayreuth,95444,Luitpoldplatz,5
2350,Stadtkreis Pforzheim,Pforzheim,75179,Mannheimer Straße,3
21561,Kreisfreie Stadt Berlin,Berlin,12351,Rudower Str.,120
2694,Kreisfreie Stadt München,München,80335,Hopfenstr.,7a
6258,Landkreis Kronach,Stockheim,96342,Ludwigsstädter Str.,95 - 97
18667,Kreisfreie Stadt München,München,80807,Marianne-Brandt-Str.,1
20316,Landkreis Bayreuth,Bischofsgrün,95493,Jägerstraße,9
25248,Kreisfreie Stadt München,München,80335,Hopfenstr.,7
25243,Kreisfreie Stadt München,München,80333,Karolinenpl.,1a
5809,Landkreis Bayreuth,Fichtelberg,95686,Fichtelseestraße,26
6255,Landkreis Kronach,Küps,96328,Am Rathaus,1
19054,Landkreis Esslingen,Kirchheim unter Teck,73230,Schlierbacherstraße,49
11831,Landkreis Bayreuth,Bischofsgrün,95493,Fröbelstraße,9
26396,Kreis Euskirchen,Mechernich,53894,Bahnhofsberg,301
11895,Landkreis Dachau,Altomünster,85250,Hechthof,0
25387,Kreisfreie Stadt München,München,81241,Am Knie,3a
18668,Kreisfreie Stadt München,München,80807,Marianne-Brandt-Str.,3
5628,Landkreis Aichach-Friedberg,Derching,86316,Winterbruckenweg,62
18588,Kreisfreie Stadt München,München,80333,Karolinenpl.,1
18677,Kreisfreie Stadt München,München,80809,Helene-Mayer-Ring,34
6963,Landkreis Tirschenreuth,Immenreuth,95505,Bahnhofstraße,0
18708,Kreisfreie Stadt München,München,81247,Wöhlerstr.,31
21724,Kreisfreie Stadt Potsdam,Potsdam,14469,Campus Jungfernsee,0
25393,Kreisfreie Stadt München,München,81245,Lucia-Popp-Bogen,74
20684,Landkreis Kronach,Steinbach am Wald,96361,Badstr.,2
14718,Kreisfreie Stadt Bonn,Bonn,53119,Bornheimer Straße,166
25397,Kreisfreie Stadt München,München,81247,Wöhlerstr.,31a
3738,Landkreis Freudenstadt,Pfalzgrafenweiler,72285,Lange Str.,41
18705,Kreisfreie Stadt München,München,81245,Lucia-Popp-Bogen,74a
25386,Kreisfreie Stadt München,München,81241,Lohensteinstr.,5
15806,Landkreis Mittelsachsen,Döbeln,4720,Blumenstraße,51 A
2803,Kreisfreie Stadt München,München,81241,Am Knie,3
25420,Kreisfreie Stadt München,München,81379,Kleinstr.,2a
8814,Kreisfreie Stadt Essen,Essen,45133,Theodor-Althoff-Straße,41
25419,Kreisfreie Stadt München,München,81379,Kleinstr.,2
19017,Landkreis Enzkreis,Mühlacker,75417,Enzstraße,29
7819,Kreisfreie Stadt Hamburg,Hamburg,20099,Kirchenallee,0
2818,Kreisfreie Stadt München,München,81369,Schöttlstr.,18
12164,Landkreis Hof,Münchberg,95213,Kirchenlamitzer Str.,99
10286,Landkreis Leipzig,Borna,4552,Gewerbepark Borna-Ost,0
18756,Kreisfreie Stadt München,München,81549,Langbürgener Str.,3
7039,Landkreis Weilheim-Schongau,Steingaden,86989,Kissinger Str.,3
6287,Landkreis Landsberg am Lech,Apfeldorf,86974,Flößerstr.,4
7064,Landkreis Wunsiedel i. Fichtelgebirge,Hohenberg a. d. Eger,95691,Burgplatz,0
6324,Landkreis Lindau (Bodensee),Lindau (B),88131,Josephine-Hirner-Str.,3
13659,Kreisfreie Stadt Hamburg,Hamburg,22041,Litzowstieg,6
18757,Kreisfreie Stadt München,München,81549,Langbürgener Str.,3a
20737,Landkreis Landshut,Tiefenbach,84184,Hauptstr.,42
2900,Kreisfreie Stadt München,München,81825,Solalindenstr.,26
17342,Landkreis Region Hannover,Gehrden,30989,Bahnhofstraße,2
11503,Kreisfreie Stadt München,München,81829,Graf-Lehndorff-Str.,18
3464,Landkreis Bodenseekreis,Friedrichshafen,88045,Sportpark,2
11504,Kreisfreie Stadt München,München,81829,Graf-Lehndorff-Str.,18a
25431,Kreisfreie Stadt München,München,81479,Sollner Str.,67b
25430,Kreisfreie Stadt München,München,81479,Sollner Str.,67a
25429,Kreisfreie Stadt München,München,81479,Sollner Str.,67
12211,Landkreis Kronach,Kronach,96317,Hirtengasse,5
18721,Kreisfreie Stadt München,München,81371,Daiserstr.,1a
18714,Kreisfreie Stadt München,München,81369,Schöttlstr.,18a
3074,Kreis Euskirchen,Schleiden,53937,Am Hähnchen,36
1412,Landkreis Osterholz,Osterholz-Scharmbeck,27711,Ritterhuder Straße,56
26139,Landkreis Ortenaukreis,Wolfach,77709,Bahnhofstraße,1
19667,Kreisfreie Stadt Hamburg,Hamburg,22525,Große Bahnstraße,31
12754,Landkreis Schwandorf,Bodenwöhr,92439,Werkstr.,5
27506,Kreis Viersen,Nettetal,41334,An der Landwehr,7
19236,Landkreis Hohenlohekreis,Öhringen,74613,Im Brenntenstock,3
23339,Landkreis Osterholz,Grasberg,28879,Wörpedorfer Straße,33
20462,Landkreis Eichstätt,Beilngries,92339,Hauptstraße,23
25664,Landkreis Calw,Haiterbach,72221,Marktplatz,5
20682,Landkreis Kronach,Steinwiesen,96349,Kronacher Str.,75
17896,Landkreis Rhein-Neckar-Kreis,Plankstadt,68723,Am Festplatz,1
6254,Landkreis Kronach,Kronach,96317,Am Schulzentrum,1
21221,Landkreis Schweinfurt,Gochsheim,97469,Frankenstraße,1
27090,Kreisfreie Stadt Bottrop,Bottrop,46236,Gladbecker Str.,120
27507,Kreis Viersen,Nettetal,41334,An der Kleinbahn,5
17539,Kreis Euskirchen,Mechernich,53894,Stiftsweg,17
25822,Landkreis Freudenstadt,Alpirsbach,72275,Hauptstraße,56
18056,Landkreis Tübingen,Nehren,72147,Kirchstaße,1
21816,Landkreis Oberhavel,Kremmen,16766,Groß-Ziethener Weg,2
2873,Kreisfreie Stadt München,München,81667,Rosenheimerstraße,15
19162,Landkreis Göppingen,Bad Überkingen,73337,Parkplatz Thermalbad,0
24656,Landkreis Schwäbisch Hall,Wolpertshausen,74549,Kuno-Haberkern-Str.,7
27543,Kreis Viersen,Grefrath,47929,An der Plüschwebwerei,15
5079,Landkreis Mainz-Bingen,Budenheim,55257,Berliner Straße,3
4954,Landkreis Altenkirchen (Westerwald),Weyerbusch,57635,Herchener Str.,2-4
21817,Landkreis Oberhavel,Kremmen,16766,Beetzer Straße,1a
18856,Landkreis Böblingen,Sindelfingen,71069,Kirchgasse,0
21436,Kreisfreie Stadt Berlin,Berlin,10559,Turmstraße,26
11794,Landkreis Bad Kissingen,Bad Brückenau,97769,Ernst Putz Str.,0
10535,Kreis Städteregion Aachen,Aachen,52066,Robert-Schuman-Straße,40
26740,Kreisfreie Stadt Darmstadt,Darmstadt,64291,Frankfurter Str.,190
3431,Landkreis Böblingen,Sindelfingen,71069,Goethestraße,0
18057,Landkreis Tuttlingen,Immendingen,78194,Schwarzwaldstr.,93
13430,Landkreis Potsdam-Mittelmark,Teltow,14513,Weinbergsweg,0
21015,Landkreis Ostallgäu,Marktoberdorf,87616,Schwabenstrasse,55-57
19920,Landkreis Verden,Achim,28832,Fritz-Lieken-Eck,6
23534,Kreis Olpe,Drolshagen,57489,Parkplatz Brunnenstr.,0
25088,Kreisfreie Stadt Ansbach,Ansbach,91522,Ritter-Von-Lang-Allee,7
13470,Landkreis Teltow-Fläming,Großbeeren,14979,Am Bahnhof,6
21891,Landkreis Teltow-Fläming,Großbeeren,14979,Hauptstr.,20
1231,Landkreis Helmstedt,Velpke,38458,Grafhorster Str.,6
16603,Landkreis Nordwestmecklenburg,Grevesmühlen,23936,Am Bahnhof,1
21160,Landkreis Roth,Kammerstein,91126,Am Markt,2
17226,Landkreis Osterholz,Lilienthal,28865,Hauptstraße,77
5175,Landkreis Südliche Weinstraße,Maikammer,67487,Johannes-Damm-Str.,11
23931,Kreis Herzogtum Lauenburg,Mölln,23879,Grambeker Weg,45
24591,Landkreis Rhein-Neckar-Kreis,Wiesloch,69168,In den Ziegelwiesen,6
21715,Kreisfreie Stadt Cottbus,Cottbus,3051,Harnischdorfer Straße,4
13372,Landkreis Märkisch-Oderland,Wriezen,16269,Frankfurter Straße,3
24664,Landkreis Schwäbisch Hall,Satteldorf,74589,Industriestraße,23
23331,Landkreis Osterholz,Osterholz-Scharmbeck,27711,Marktstraße,1-5
17895,Landkreis Rhein-Neckar-Kreis,Schwetzingen,68723,Schubertstraße,17
9745,Landkreis Nordhausen,Nordhausen,99734,Hallesche Straße,129
28367,Kreisfreie Stadt Frankenthal (Pfalz),Frankenthal,67227,Wormser Straße,103
23064,Landkreis Göttingen,Hann. Münden,34346,Letzter Heller,7
18701,Kreisfreie Stadt München,München,81243,Friedrichshafener Str.,11
8955,Kreisfreie Stadt Dresden,Dresden,1139,Washingtonstr.,10
6252,Landkreis Kronach,Kronach,96317,Siechenangerstr.,19
24370,Landkreis Nordhausen,Bleicherode,99752,Schillerplatz,0
13440,Landkreis Potsdam-Mittelmark,Beelitz,14547,Trebbiner Str.,22
12320,Landkreis Miltenberg,Elsenfeld,63820,Am Mühlweg,2
18710,Kreisfreie Stadt München,München,81249,Wiesentfelser Str.,53
21211,Landkreis Schweinfurt,Werneck,97440,Am Eschenbach,5
25398,Kreisfreie Stadt München,München,81249,Colmdorfstr.,34
21861,Landkreis Potsdam-Mittelmark,Beelitz,14547,Ratinger Str.,20
891,Kreisfreie Stadt Wolfsburg,Wolfsburg,38440,Willy-Brandt-Platz,1
2813,Kreisfreie Stadt München,München,81249,Bodenseestr.,238
13439,Landkreis Potsdam-Mittelmark,Beelitz,14547,Karl Liebknecht Park,0
23243,Landkreis Lüchow-Dannenberg,Neu Darchau,29490,Am Hafen,3
14278,Kreis Viersen,Kempen,47906,Otto-Schott-Str.,7
12866,Landkreis Unterallgäu,Rammingen,86871,Rathausplatz,1
6764,Landkreis Regensburg,Thalmassing,93107,Luckenpainterstr.,0
19384,Landkreis Lörrach,Zell im Wiesental,79669,Bahnhofstraße,15
15124,Kreis Dithmarschen,Heide,25746,Fritz-Thiedemann-Ring,20
26393,Kreis Euskirchen,Flamersheim,53881,Geierstraße,7
2055,Landkreis Schwarzwald-Baar-Kreis,Hüftingen-Fürstenberg,78183,Zähringerstraße,12
26028,Landkreis Lörrach,Schopfheim,79650,Hohe Flum,20B
8668,Kreis Mettmann,Velbert,42549,Günther-Weisenborn-Str.,7
8544,Kreis Viersen,Kempen,47906,Heinrich-Horten-Str.,50
14279,Kreis Viersen,Kempen,47906,Berliner Allee,53
17897,Landkreis Rhein-Neckar-Kreis,Plankstadt,68723,Friedrichstr.,0
24415,Landkreis Sonneberg,Neuhaus RWg.,98724,Schwarzburger Str.,10
28490,Landkreis Bad Dürkheim,Deidesheim,67146,Niederkircher Straße,1
9885,Kreisfreie Stadt Bielefeld,Bielefeld,33609,Am Lenerk,7
5579,Kreisfreie Stadt Rosenheim,Rosenheim,83026,Sepp-Heindl-Str.,2
26154,Landkreis Ortenaukreis,Berghaupten,77791,Auf dem Grün,1
2676,Kreisfreie Stadt Memmingen,Memmingen,87700,Oberbrühlstraße,2
19452,Landkreis Ludwigsburg,Besigheim,74354,Auf dem Kies,0
1860,Landkreis Reutlingen,Hohenstein-Ödenwaldstetten,72531,Im Dorf,6
17137,Landkreis Nienburg (Weser),Eystrup,27324,Alexanderweg,70-72
9768,Landkreis Saale-Orla-Kreis,Krölpa,7387,Pößnecker Str.,24
9785,Landkreis Saalfeld-Rudolstadt,Lehesten,7349,Staatsbruch,1
25949,Landkreis Karlsruhe,Stutensee,76297,Erich Kästner Straße,0
3917,Landkreis Karlsruhe,Stutensee,76297,Heinrich Heine Str.,0
3918,Landkreis Karlsruhe,Stutensee,76297,Strasse der Picardie,0
19286,Landkreis Karlsruhe,Stutensee,76297,Schulstr.,0
19807,Kreisfreie Stadt Wiesbaden,Wiesbaden,65183,Bismarckring,0
23890,Kreis Dithmarschen,Meldorf,25704,Jungfernstieg,13
17526,Kreis Ennepe-Ruhr-Kreis,Witten,58455,Westfalenstr. 18 -,20
27541,Kreis Viersen,Kempen,47906,Thomasstr.,21
4497,Kreisfreie Stadt Wiesbaden,Wiesbaden,65183,Kranzplatz,0
13495,Kreisfreie Stadt Bremen,Bremen,28195,Wachtstraße,31
7666,Landkreis Potsdam-Mittelmark,Teltow,14513,Zehlendorferstraße,0
21851,Landkreis Potsdam-Mittelmark,Teltow,14513,Zehlendordferstraße,0
4616,Kreisfreie Stadt Köln,Köln,50735,Boltensternstraße,353
26814,Kreisfreie Stadt Wiesbaden,Wiesbaden,65185,Bahnhofstraße,0
1171,Landkreis Hameln-Pyrmont,Bad Pyrmont,31812,Südstraße,3
17007,Landkreis Hameln-Pyrmont,Bad Pyrmont,31812,Marktplatz,0
25817,Landkreis Freudenstadt,Freudenstadt,72250,Marktplatz,66
1170,Landkreis Hameln-Pyrmont,Bad Pyrmont,31812,Forstweg,17
26815,Kreisfreie Stadt Wiesbaden,Wiesbaden,65185,Rheinstraße,0
7921,Kreisfreie Stadt Hamburg,Hamburg,21075,Milchgrund,1a
25658,Landkreis Calw,Nagold,72202,Haiterbacher Straße,66/1
15133,Kreis Dithmarschen,Lunden,25774,Nordbahnhofstraße,7
12665,Landkreis Regensburg,Sinzing,93161,Bruckdorfer Str.,23
18723,Kreisfreie Stadt München,München,81371,Kidlerpl.,8a
24569,Landkreis Reutlingen,Zwiefalten,88529,Dobeltal,0
15357,Kreis Segeberg,Kaltenkirchen,24568,Fröbelweg,1
3358,Landkreis Alb-Donau-Kreis,Laichingen,89150,Marktplatz,14
25404,Kreisfreie Stadt München,München,81371,Kidlerpl.,8
5011,Landkreis Bernkastel-Wittlich,Wittlich,54516,Gasthof Zur Breit,0
2822,Kreisfreie Stadt München,München,81371,Daiserstr.,1
16228,Landkreis Limburg-Weilburg,Bad Camberg,65520,Beuerbacher Landstraße,2
7877,Kreisfreie Stadt Hamburg,Hamburg,20359,Beim Grünen Jäger,23
19163,Landkreis Göppingen,Mühlhausen,73347,Gosbacher Straße,16
28540,Landkreis Birkenfeld,Rhaunen,55624,Marktplatz,25Z
25257,Kreisfreie Stadt München,München,80337,Zenettipl.,2
25258,Kreisfreie Stadt München,München,80337,Zentttipl.,2a
1089,Landkreis Friesland,Sande,26452,Am Markt,10
13687,Kreisfreie Stadt Hamburg,Hamburg,22113,Unterer Landweg,77
19661,Kreisfreie Stadt Hamburg,Hamburg,22457,Am Wunderbrunnen,1
22676,Kreisfreie Stadt Rostock,Rostock,18147,Zum Südtor,6
9920,Kreisfreie Stadt Bochum,Bochum,44793,Alleestraße,106
23136,Landkreis Hameln-Pyrmont,Bad Pyrmont,31812,Schillerstraße,35
21948,Kreisfreie Stadt Bremen,Bremen,28779,Landrat-Christians-Straße,105
26382,Kreis Ennepe-Ruhr-Kreis,Witten,58452,Bergerstraße,25
15819,Landkreis Mittelsachsen,Mittweida,9648,Sonnenstraße,7
17095,Landkreis Holzminden,Bevern,37639,Schloss,14
26850,Landkreis Stade,Stade,21684,Stadtweg,160
5640,Landkreis Altötting,Burghausen,84489,Franz-Alexanderstraße,10
11672,Landkreis Altötting,Burghausen,84489,Raitenhaßlach,0
23137,Landkreis Hameln-Pyrmont,Bad Pyrmont,31812,Rathausstraße,9
21805,Landkreis Märkisch-Oderland,Bad Freienwalde,16259,Tornower Str.,6
1190,Landkreis Harburg,Rosengarten,21244,Bürgermeister Glade Straße,0
21223,Landkreis Schweinfurt,Gochsheim,97469,Schweinfurter Straße,95
28177,Kreisfreie Stadt Köln,Köln,50769,Robert-Bosch-Str.,2-4
21222,Landkreis Schweinfurt,Gochsheim,97469,Gegenüber Schonunger Straße,18
11524,Kreisfreie Stadt Nürnberg,Nürnberg,90427,Wiesbadener Straße,41
8545,Kreis Viersen,Kempen,47906,Von-Broichhausenallee,1
1902,Landkreis Rhein-Neckar-Kreis,Edingen-Neckarh.,68535,Rosenstraße,70
21813,Landkreis Oberhavel,Hennigsdorf,16761,Kirchstraße,34
23692,Kreis Rhein-Sieg-Kreis,Bornheim,53332,Keldenicher Straße,1a
26088,Landkreis Ludwigsburg,Sachsenheim,74343,Bahnhofstraße,14
23242,Landkreis Lüchow-Dannenberg,Bergen,29468,Breite Str.,9
25609,Landkreis Bodenseekreis,Meersburg,88709,Schützenstr.,1
13773,Kreis Olpe,Wenden,57482,Siegenerstr.,99
13764,Kreis Olpe,Olpe,57462,Parkplatz Freizeitbad,0
18964,Landkreis Calw,Calw,75365,Sparkassenplatz,1
19350,Landkreis Konstanz,Mühlingen,78357,Hauptstr.,14
3191,Kreis Hochsauerlandkreis,Meschede,59872,Jahnstraße,48
3506,Landkreis Bodenseekreis,Deggenhausertal,88693,Tschasarteter Platz,7
20449,Landkreis Eichstätt,Denkendorf,85095,Mühlweg,10
13983,Kreis Rhein-Sieg-Kreis,Bornheim,53332,Peter-Hausmann-Platz,1
27738,Kreisfreie Stadt Köln,Köln,50823,Hornstr.,4
3785,Landkreis Göppingen,Gruibingen,73344,Raststätte Gruibingen Süd,0
15177,Kreis Nordfriesland,Niebüll,25899,Ostring,1
20948,Landkreis Nürnberger Land,Feucht,90537,Am Bahndamm,0
27026,Kreisfreie Stadt Bielefeld,Bielefeld,33729,Herforder Str.,534
