adress_id,kreis_kreisfreie_stadt,ort,postleitzahl,strasse,hausnummer
24537,Landkreis Rems-Murr-Kreis,Berglen,73663,Lilienstr.,9
19260,Landkreis Karlsruhe,Zaisenhausen,75059,Gewerbestrasse,16-18
16577,Landkreis Ludwigslust-Parchim,Ludwigslust,19288,Alexandrinenplatz,0
2042,Landkreis Schwarzwald-Baar-Kreis,Furtwangen,78120,Gerwigstraße,1
28313,Kreisfreie Stadt Oberhausen,Oberhausen,46047,Luise-Albertz-Platz,0
7200,Kreisfreie Stadt Berlin,Berlin,10789,Augsburger Str.,25
14795,Kreisfreie Stadt Dortmund,Dortmund,44139,Rheinlanddamm,24
13015,Kreisfreie Stadt Berlin,Berlin,10585,Otto-Suhr-Allee,84
7188,Kreisfreie Stadt Berlin,Berlin,10719,Schaperstraße,17
10764,Kreisfreie Stadt Essen,Essen,45128,Kruppstrasse,5
13026,Kreisfreie Stadt Berlin,Berlin,10623,Straße des 17. Juni,115
21677,Kreisfreie Stadt Berlin,Berlin,14059,Schloßstraße,1 a
13021,Kreisfreie Stadt Berlin,Berlin,10587,Marchstraße,9
21457,Kreisfreie Stadt Berlin,Berlin,10707,Pommersche Straße,9
21452,Kreisfreie Stadt Berlin,Berlin,10623,Savignyplatz,2
7178,Kreisfreie Stadt Berlin,Berlin,10707,Schlüterstraße,46
21466,Kreisfreie Stadt Berlin,Berlin,10717,Güntzelstr.,56
21666,Kreisfreie Stadt Berlin,Berlin,14050,Steubenplatz,2-4
13279,Kreisfreie Stadt Berlin,Berlin,14199,Fritz-Wildung-Straße,26
21454,Kreisfreie Stadt Berlin,Berlin,10627,Windscheid Str.,20
7427,Kreisfreie Stadt Berlin,Berlin,14052,Theodor-Heuss-Platz,5
13028,Kreisfreie Stadt Berlin,Berlin,10627,Kantstraße,111 a
10797,Kreisfreie Stadt Essen,Essen,45141,Karolinger Strasse,94
13954,Kreis Rhein-Kreis Neuss,Neuss,41460,Collingstraße,2
7108,Kreisfreie Stadt Berlin,Berlin,10178,Jüdenstrasse,1
12957,Kreisfreie Stadt Berlin,Berlin,10117,Schumannstr.,6
21369,Kreisfreie Stadt Berlin,Berlin,10115,Anklamer Str.,8
21370,Kreisfreie Stadt Berlin,Berlin,10115,Boyenstr.,23
7102,Kreisfreie Stadt Berlin,Berlin,10117,Planckstr.,4
7146,Kreisfreie Stadt Berlin,Berlin,10435,Griebenowstraße,5
12955,Kreisfreie Stadt Berlin,Berlin,10117,Luisenstr.,31
21473,Kreisfreie Stadt Berlin,Berlin,10785,Bellevuestr.,3
10770,Kreisfreie Stadt Essen,Essen,45130,Zweigertstraße,52
8798,Kreisfreie Stadt Essen,Essen,45128,Huyssenallee,52
28085,Kreisfreie Stadt Essen,Essen,45127,Pferdemarkt,4
10755,Kreisfreie Stadt Essen,Essen,45127,Bernestraße,5
10756,Kreisfreie Stadt Essen,Essen,45127,Hachestraße,4
10765,Kreisfreie Stadt Essen,Essen,45128,Rellinghauserstraße,37
8845,Kreisfreie Stadt Essen,Essen,45239,Hardenbergufer,381
10808,Kreisfreie Stadt Essen,Essen,45149,Lührmannstr.,0
8791,Kreisfreie Stadt Essen,Essen,45127,Ribbeckstraße,0
4444,Kreisfreie Stadt Frankfurt am Main,Frankfurt am Main,60327,Friedrich-Ebert-Anlage,49
26758,Kreisfreie Stadt Frankfurt am Main,Frankfurt am Main,60323,Siesmayerstr.,0
26779,Kreisfreie Stadt Frankfurt am Main,Frankfurt am Main,60439,Erich Ollenhauer Ring,8
14783,Kreisfreie Stadt Dortmund,Dortmund,44137,Freistuhl,7
10796,Kreisfreie Stadt Essen,Essen,45141,Ernestinenstr.,60
27129,Kreisfreie Stadt Dortmund,Dortmund,44135,Burgwall,3
27137,Kreisfreie Stadt Dortmund,Dortmund,44137,Hoher Wall,2 A
14784,Kreisfreie Stadt Dortmund,Dortmund,44137,Hoher Wall,15
14782,Kreisfreie Stadt Dortmund,Dortmund,44137,Beurhausstr.,6
27138,Kreisfreie Stadt Dortmund,Dortmund,44137,Kuhstraße,10
13831,Kreis Recklinghausen,Recklinghausen,45661,Uferstraße,2-4
26752,Kreisfreie Stadt Frankfurt am Main,Frankfurt am Main,60316,Alfred-Brehm-Platz,0
28121,Kreisfreie Stadt Essen,Essen,45145,Kruppstr.,94
19330,Landkreis Konstanz,Singen (Hohentwiel),78224,Georg-Fischer-Strasse,33
8512,Kreis Unna,Unna,59424,Bahnhofstr.,49
14240,Kreis Unna,Unna,59425,Heinrich-Hertz-Str.,2
7170,Kreisfreie Stadt Berlin,Berlin,10623,Savignyplatz,6
22980,Landkreis Emsland,Salzbergen,48499,Holsterfeld,2
17722,Kreis Kleve,Geldern,47608,Südwall,32
23304,Landkreis Osnabrück,Bad Essen,49152,Gartenstraße,8
7199,Kreisfreie Stadt Berlin,Berlin,10787,Stülerstraße,11
13011,Kreisfreie Stadt Berlin,Berlin,10557,Flensburger Straße,1
7164,Kreisfreie Stadt Berlin,Berlin,10557,Alt-Moabit,5
7092,Kreisfreie Stadt Berlin,Berlin,10115,Torstraße,165
7091,Kreisfreie Stadt Berlin,Berlin,10115,Gartenstraße,13
21387,Kreisfreie Stadt Berlin,Berlin,10179,Alte Jakobstraße,76
12954,Kreisfreie Stadt Berlin,Berlin,10117,Behrensstraße,28
21485,Kreisfreie Stadt Berlin,Berlin,10963,Gabriele-Tergit-Promenade,1
7109,Kreisfreie Stadt Berlin,Berlin,10178,Mollstraße,4
27139,Kreisfreie Stadt Dortmund,Dortmund,44137,Rheinlanddamm,200
28627,Landkreis Mayen-Koblenz,Mayen,56727,Rosengasse,2
16147,Landkreis Groß-Gerau,Kelsterbach,65451,Mörfelder Str.,0
8344,Kreis Städteregion Aachen,Aachen,52070,Zollernstr.,10
9871,Kreis Wesel,Rheinberg,47495,Bahnhofstrasse,7
9994,Kreisfreie Stadt Bottrop,Bottrop,46236,Luise-Hensel-Str.,2
8389,Kreis Städteregion Aachen,Eschweiler,52249,Johannes-Rau-Platz,1
8385,Kreis Städteregion Aachen,Stolberg,52222,Willy-Brandt-Platz,2
25204,Kreisfreie Stadt Kaufbeuren,Kaufbeuren,87600,Neugablonzer Straße,21
21378,Kreisfreie Stadt Berlin,Berlin,10117,Krausenstraße,72
21474,Kreisfreie Stadt Berlin,Berlin,10785,Lützowplatz,11
12958,Kreisfreie Stadt Berlin,Berlin,10119,Veteranenstraße,25
15949,Kreis Siegen-Wittgenstein,Siegen,57072,Friedrichstrasse,60
23679,Kreis Rhein-Kreis Neuss,Grevenbroich,41515,Nordstraße,44
12355,Landkreis München,Pullach i.Isartal,82049,Zugspitzstraße,1
8872,Kreisfreie Stadt Essen,Essen,45356,Sulterkamp,101
17567,Kreis Gütersloh,Rheda-Wiedenbrück,33378,Kolpingstraße,6
14018,Kreis Siegen-Wittgenstein,Siegen,57076,Hölderlinstr.,3
10990,Kreisfreie Stadt Oberhausen,Oberhausen,46045,Christian-Steger-Straße,67
22574,Landkreis Rheingau-Taunus-Kreis,Idstein,65510,Schlossgasse,8
510,Landkreis Rheingau-Taunus-Kreis,Hünstetten,65510,Im Lagersboden,5
17496,Kreis Düren,Aldenhoven,52457,Dietrich-Mühlfahrtstr.,11-13
4471,Kreisfreie Stadt Frankfurt am Main,Frankfurt,65929,Schützenbleiche,9-11
6166,Landkreis Günzburg,Krumbach,86381,Bahnhofstraße,2
3795,Landkreis Heidenheim,Heidenheim,89522,Hugo-Rupf-Platz,0
25867,Landkreis Heidenheim,Heidenheim,89522,Kanalstraße,8
22834,Kreisfreie Stadt Osnabrück,Osnabrück,49074,Mittelstraße,6
12956,Kreisfreie Stadt Berlin,Berlin,10117,Neue Jüdenstraße,1
18052,Landkreis Tübingen,Mössingen,72116,Eisenbahnstr.,10
16441,Landkreis Rheingau-Taunus-Kreis,Idstein,65510,Wiesbadenerstr.,39
6273,Landkreis Landsberg am Lech,Obermeitingen,86836,Elias-Holl-Straße,23
16044,Landkreis Fulda,Fulda,36037,Universitätsplatz,4
18582,Kreisfreie Stadt Memmingen,Memmingen,87700,Westertorplatz,0
21890,Landkreis Teltow-Fläming,Ludwigsfelde,14974,Zum Röthepfuhl,1 a
11619,Kreisfreie Stadt Schweinfurt,Schweinfurt,97422,An den unteren Eichen,1
17469,Kreis Düren,Düren,52351,Marienstr.,19
26351,Kreis Düren,Heimbach,52396,Hengebachstr.,0
28704,Landkreis Trier-Saarburg,Schweich,54338,Brückenstraße,26
27373,Kreis Städteregion Aachen,Herzogenrath,52134,Rathausplatz,1
26404,Kreis Euskirchen,Kall,53925,Bahnhofstr.,31
20239,Landkreis Aschaffenburg,Karlstein am Main,63791,Am Oberborn,1
3017,Kreis Düren,Titz,52445,Landstr.,4
14152,Kreis Städteregion Aachen,Alsdorf,52477,Hubertusstr.,17
28260,Kreisfreie Stadt Leverkusen,Leverkusen,51373,Friedrich-Ebert-Straße,39
14875,Kreisfreie Stadt Dortmund,Dortmund,44369,Oberfeldstraße,85
513,Landkreis Rheingau-Taunus-Kreis,Waldems,65529,Schwalbacher Straße,26a
28631,Landkreis Neuwied,Linz am Rhein,53545,Am Schoppbüchel,4
2986,Kreis Düren,Düren,52351,Arnoldsweilerstraße,60
16427,Landkreis Rheingau-Taunus-Kreis,Bad Schwalbach,65307,Heimbacher Straße,7
508,Landkreis Rheingau-Taunus-Kreis,Kiedrich,65399,Sonnenlandstraße,0
14620,Kreis Wesel,Neukirchen-Vluyn,47506,Leineweberplatz,1
12112,Landkreis Fürth,Stein,90547,Faber-Castell-Allee,10
2232,Stadtkreis Heidelberg,Heidelberg,69115,Alte Eppelheimer Straße,0
19575,Landkreis Ostalbkreis,Schwäbisch Gmünd,73525,Marktplatz,1
528,Landkreis Schwalm-Eder-Kreis,Homberg (Efze),34576,Ostpreußenweg,5
5133,Landkreis Rhein-Hunsrück-Kreis,Simmern,55469,Ludwigstr,13
4502,Kreisfreie Stadt Wiesbaden,Wiesbaden,65189,Mainzer Straße,140
10798,Kreisfreie Stadt Essen,Essen,45141,Langemarckstraße,30
28637,Landkreis Neuwied,Neuwied,56564,Reckstraße,4
394,Landkreis Main-Taunus-Kreis,Eppstein,65817,Burgstraße,4
26944,Kreis Borken,Borken,46325,Parkstraße,20
19963,Kreis Borken,Borken,46325,Butenwall,40
16045,Landkreis Fulda,Fulda,36037,Am Waldschlösschen,0
26345,Kreis Düren,Langerwehe,52374,Schönthalerstr.,4
397,Landkreis Main-Taunus-Kreis,Kriftel,65830,Frankfurter Straße,33
5748,Landkreis Augsburg,Schwabmünchen,86830,Sparkassenplatz,1
27130,Kreisfreie Stadt Dortmund,Dortmund,44135,Olpe,1
14774,Kreisfreie Stadt Dortmund,Dortmund,44135,Schwanenwall,46
10025,Kreisfreie Stadt Dortmund,Dortmund,44135,Kaiserstraße,0
14773,Kreisfreie Stadt Dortmund,Dortmund,44135,Kleppingstraße,21
14320,Kreis Wesel,Wesel,46483,Reeser Landstraße,41
16230,Landkreis Limburg-Weilburg,Bad Camberg,65520,Neumarkt,3a
14796,Kreisfreie Stadt Dortmund,Dortmund,44139,Strobelallee,0
14794,Kreisfreie Stadt Dortmund,Dortmund,44139,Kreuzstraße,7
14793,Kreisfreie Stadt Dortmund,Dortmund,44139,Florianstraße,1
1030,Landkreis Emsland,Papenburg,26871,Deverweg,29
1191,Landkreis Harburg,Tostedt,21255,Zinnhütte,5
7034,Landkreis Weilheim-Schongau,Schongau,86956,Bei der Fronveste,1
1073,Landkreis Friesland,Varel,26316,Neue Straße,19
256,Landkreis Kassel,Baunatal,34255,Johann-Siegmund-Schuckert-Straße,2
10125,Kreisfreie Stadt Dortmund,Dortmund,44265,Hohensyburgstraße/Hengsteystraße,0
27151,Kreisfreie Stadt Dortmund,Dortmund,44139,Sonnenstraße,96
17036,Landkreis Heidekreis,Neuenkirchen,29643,Hauptstraße,1-3
22892,Landkreis Ammerland,Westerstede,26655,Zum Stadtpark,2
10053,Kreisfreie Stadt Dortmund,Dortmund,44139,Essener Straße,0
27212,Kreisfreie Stadt Dortmund,Dortmund,44263,Wenzelstr.,0
829,Kreisfreie Stadt Oldenburg (Oldb),Oldenburg,26133,Cloppenburger Str.,302
1199,Landkreis Harburg,Neu Wulmstorf,21629,Bahnhofstraße,77
975,Landkreis Cloppenburg,Cloppenburg,49661,Emsteker Str.,60
1712,Landkreis Vechta,Vechta,49377,Füchteler Str.,8
1737,Landkreis Vechta,Visbek,49429,Hauptstraße,22
924,Landkreis Ammerland,Bad Zwischenahn,26160,Langenhof,14
14439,Landkreis Vulkaneifel,Daun,54550,Abt-Richard-Straße,15
20261,Landkreis Augsburg,Gersthofen,86368,Bauernstraße,1
17100,Landkreis Leer,Leer,26789,Bürgerm.-Ehlenholtz-Str.,0
1216,Landkreis Heidekreis,Bispingen,29646,Horstfeldweg,9
14156,Kreis Städteregion Aachen,Baesweiler,52499,Mariastr.,2
1819,Landkreis Rems-Murr-Kreis,Winnenden,71364,Wiesenstraße,28
26923,Landkreis Wesermarsch,ButJadingen-Tossens,26969,Strandallee,36
23118,Landkreis Grafschaft Bentheim,Nordhorn,48529,Firnhaberstraße,0
820,Kreisfreie Stadt Oldenburg (Oldb),Oldenburg,26123,Waterender Weg,30a
23175,Landkreis Heidekreis,Schneverdingen,29640,Harburger Str.,21
23483,Landkreis Rotenburg (Wümme),Bremervörde,27432,Marktstraße,20
14842,Kreisfreie Stadt Dortmund,Dortmund,44227,Vogelpothsweg,74
27186,Kreisfreie Stadt Dortmund,Dortmund,44149,Friedrich-Henkel-Weg,3
10104,Kreisfreie Stadt Dortmund,Dortmund,44225,Harkortstraße,73
14068,Kreis Städteregion Aachen,Aachen,52064,Vaalser Str.,48
9867,Kreis Wesel,Kamp-Lintfort,47475,Carl-Friedrich-Gauß-Straße,2
9866,Kreis Wesel,Kamp-Lintfort,47475,Wilhelmstraße,1 A
9846,Kreis Wesel,Alpen,46519,Rathausstrasse,5
1077,Landkreis Friesland,Bockhorn,26345,Am Markt,1
10005,Kreisfreie Stadt Bottrop,Bottrop,46244,Kirchhellener Ring,80
14399,Landkreis Rhein-Lahn-Kreis,Lahnstein,56112,Westallee,5-7
8033,Kreis Oberbergischer Kreis,Wipperfürth,51688,Hochstr.,7
2982,Kreis Düren,Düren,52349,Wilhelmstraße,13
8022,Kreis Oberbergischer Kreis,Hückeswagen,42499,Auf`m Schloss,1
10679,Kreis Minden-Lübbecke,Preußisch Oldendorf,32361,Bahnhofstraße,47
16890,Landkreis Emsland,Sögel,49751,Am Markt,0
26299,Kreis Coesfeld,Nottuln,48301,Daruper Straße,0
27385,Kreis Städteregion Aachen,Roetgen,52159,Hauptstr.,55
929,Landkreis Ammerland,Edewecht,26188,Hauptstraße,68/70
14126,Kreis Städteregion Aachen,Monschau,52156,Laufenstr.,84
22566,Landkreis Rheingau-Taunus-Kreis,Oestrich-Winkel,65375,Paul-Gerhardt-Weg,1
14889,Kreisfreie Stadt Duisburg,Duisburg,47051,Philosophenweg,17c
10492,Kreis Rhein-Sieg-Kreis,Hennef,53773,Fritz-Jacobi-Str.,18
27295,Kreis Rhein-Sieg-Kreis,Siegburg,53721,Wilhelmstr.,10
8732,Kreisfreie Stadt Düsseldorf,Düsseldorf,40474,Georg-Glock-Straße,18
14916,Kreisfreie Stadt Düsseldorf,Düsseldorf,40212,Königsallee,1-9
8773,Kreisfreie Stadt Düsseldorf,Düsseldorf,40593,Hugo-Wilderer-Weg,21
10557,Kreisfreie Stadt Düsseldorf,Düsseldorf,40221,Völklinger Str.,49
23514,Kreis Oberbergischer Kreis,Wipperfürth,51688,Gartenstr.,5
5629,Landkreis Aichach-Friedberg,Friedberg,86316,Uhrmachergasse,4
12860,Landkreis Unterallgäu,Bad Wörishofen,86825,Hauptstraße,44
24295,Kreisfreie Stadt Jena,Jena,7745,Rudolstädter Straße,39
1003,Landkreis Cuxhaven,Langen,27607,Sievener Str.,10
5090,Landkreis Mainz-Bingen,Bingen am Rhein,55411,Museumstr.,3
21016,Landkreis Ostallgäu,Marktoberdorf,87616,Bahnhofstraße,38
17474,Kreis Düren,Düren,52353,Neue Jülicher Str.,60
23111,Landkreis Grafschaft Bentheim,Bad Bentheim,48455,Funkenstiege,5
1160,Landkreis Grafschaft Bentheim,Neuenhaus,49828,Hauptstraße,48
26006,Landkreis Konstanz,Konstanz,78467,Max-Stromeyer-Straße,21-29
14917,Kreisfreie Stadt Düsseldorf,Düsseldorf,40212,Schadowstraße,11
28088,Kreisfreie Stadt Essen,Essen,45128,Baedekerstr.,5
10999,Kreisfreie Stadt Oberhausen,Oberhausen,46145,Bahnhofstraße,68
3006,Kreis Düren,Niederzier,52382,Rathausstr.,8
10538,Kreisfreie Stadt Düsseldorf,Düsseldorf,40213,Benrather Straße,7 b
8210,Kreis Rheinisch-Bergischer Kreis,Wermelskirchen,42929,Obere Remscheiderstr.,28
16315,Landkreis Main-Taunus-Kreis,Hofheim,65719,Frankfurter Str. / Kreishaus,0
23638,Kreis Rheinisch-Bergischer Kreis,Wermelskirchen,42929,Telegrafenstr.,37
24607,Landkreis Rhein-Neckar-Kreis,Bammental,69245,Langheckenstraße,2
11314,Landkreis Mainz-Bingen,Gau-Algesheim,55435,Bahnhofstraße,28
10330,Landkreis Meißen,Meißen,1662,Niederauer Str.,44
1748,Landkreis Verden,Verden,27283,Eitzer Straße,20
24494,Landkreis Rems-Murr-Kreis,Waiblingen,71332,Schorndorfer Straße,67
1747,Landkreis Verden,Verden,27283,Weserstraße,26
12231,Landkreis Landsberg am Lech,Landsberg am Lech,86899,Graf-Zeppelin-Straße,1
28101,Kreisfreie Stadt Essen,Essen,45134,Frankenstr.,269
5727,Landkreis Augsburg,Augsburg,86156,Nürnberger Straße,2
10815,Kreisfreie Stadt Essen,Essen,45276,Humannstr.,3
80,Landkreis Fulda,Fulda,36043,Kreuzbergstraße,44
3026,Kreis Ennepe-Ruhr-Kreis,Sprockhövel,45549,Mühlenstrasse,2
10033,Kreisfreie Stadt Dortmund,Dortmund,44137,Hansastr.,74
10024,Kreisfreie Stadt Dortmund,Dortmund,44135,Burgwall,8
10034,Kreisfreie Stadt Dortmund,Dortmund,44137,Kuhstr.,12
10799,Kreisfreie Stadt Essen,Essen,45141,Schützenbahn,65
26380,Kreis Ennepe-Ruhr-Kreis,Schwelm,58332,Bahnhofstrasse,1
2513,Kreisfreie Stadt Augsburg,Augsburg,86150,Ernst-Reuter-Platz,2
16248,Landkreis Limburg-Weilburg,Elz,65604,Rathausstraße,39
22465,Landkreis Marburg-Biedenkopf,Cölbe,35091,Kasseler Straße,86
123,Landkreis Gießen,Langgöns,35428,Sankt-Ulrich-Ring,0
16439,Landkreis Rheingau-Taunus-Kreis,Walluf,65396,Mühlstr.,40
24491,Landkreis Rems-Murr-Kreis,Waiblingen,71332,Neustädter Straße,0
28084,Kreisfreie Stadt Essen,Essen,45127,Kloster Straße,8
28113,Kreisfreie Stadt Essen,Essen,45141,Segerothstraße,97
21017,Landkreis Ostallgäu,Marktoberdorf,87616,Schwabenstraße,11
28112,Kreisfreie Stadt Essen,Essen,45141,Altenessener Str.,35
15935,Kreis Rhein-Sieg-Kreis,Hennef,53773,Humperdinckstraße,9
11746,Landkreis Aschaffenburg,Kleinostheim,63801,Kardinal-Faulhaber-Straße,12
8812,Kreisfreie Stadt Essen,Essen,45131,Wehmenkamp,31
14747,Kreisfreie Stadt Bottrop,Bottrop,46238,Braker Str.,74
8704,Kreis Minden-Lübbecke,Espelkamp,32339,Am Bahnhof,1
8647,Kreis Mettmann,Langenfeld (Rheinland),40764,Solingerstraße,72
22471,Landkreis Marburg-Biedenkopf,Rauschenberg,35282,Marktstraße,2
5036,Landkreis Eifelkreis Bitburg-Prüm,Prüm,54595,Bahnhofstraße,24
425,Landkreis Marburg-Biedenkopf,Wohratal,35288,Halsdorfer Straße,56
8771,Kreisfreie Stadt Düsseldorf,Düsseldorf,40591,Harffstraße,110 a
21661,Kreisfreie Stadt Berlin,Berlin,13599,Zitadellenweg,34
13233,Kreisfreie Stadt Berlin,Berlin,13581,Brunsbütteler Damm,153
22206,Landkreis Fulda,Gersfeld,36129,Wasserkuppe,1
22462,Landkreis Marburg-Biedenkopf,Wetter,35083,Bahnhofstraße,17
7407,Kreisfreie Stadt Berlin,Berlin,13583,Falkenseer Chaussee,259
7412,Kreisfreie Stadt Berlin,Berlin,13587,Hugo-Cassirer-Straße,35
7411,Kreisfreie Stadt Berlin,Berlin,13585,Hohenzollernring,117
7133,Kreisfreie Stadt Berlin,Berlin,10365,Frankfurter Allee,248
21659,Kreisfreie Stadt Berlin,Berlin,13597,Ruhlebener Str.,161
7418,Kreisfreie Stadt Berlin,Berlin,13597,Charlottenburger Chaussee,75
21608,Kreisfreie Stadt Berlin,Berlin,13053,Marzahner Str.,24
21664,Kreisfreie Stadt Berlin,Berlin,13629,Nonnendammallee,101
21399,Kreisfreie Stadt Berlin,Berlin,10315,Einbecker Straße,119
12977,Kreisfreie Stadt Berlin,Berlin,10317,Stadthausstraße,2
22946,Landkreis Cuxhaven,Cadenberge,21781,Im Park,4
24253,Kreisfreie Stadt Kiel,Kiel,24149,Luisenstraße,13
4489,Kreisfreie Stadt Kassel,Kassel,34131,Monteverdistraße,2
22443,Landkreis Main-Taunus-Kreis,Hofheim,65719,Hattersheimer Straße,9
8378,Kreis Städteregion Aachen,Simmerath,52152,Rathausplatz,0
8790,Kreisfreie Stadt Essen,Essen,45127,Pferdemarkt,5
8789,Kreisfreie Stadt Essen,Essen,45127,Kopstadtplatz,13
10757,Kreisfreie Stadt Essen,Essen,45127,Limbeckerplatz,1
17571,Kreis Gütersloh,Rietberg,33397,Torfweg,0
11919,Landkreis Dillingen a.d. Donau,Lauingen,89415,Rudolf-Diesel-Ring,5
27422,Kreis Steinfurt,Hörstel,48477,Heinrich-Niemeyer Str.,50
1203,Landkreis Heidekreis,Soltau,29614,Blumenstr.,6
1202,Landkreis Heidekreis,Soltau,29614,Scheibenstr.,23
27349,Kreis Städteregion Aachen,Aachen,52070,Lombardenstraße,24
8335,Kreis Städteregion Aachen,Aachen,52062,Pontdriesch,4
10079,Kreisfreie Stadt Dortmund,Dortmund,44143,Im Spähenfelde,51
18552,Kreisfreie Stadt Ingolstadt,Ingolstadt,85057,Ringlerstraße,28
26269,Kreis Borken,Schöppingen,48624,Mühlenwall,900
16341,Landkreis Marburg-Biedenkopf,Marburg,35039,Neue Kasseler Straße,66
17221,Landkreis Osterholz,Ritterhude,27721,Riesstraße,57
16350,Landkreis Marburg-Biedenkopf,Lahntal,35094,Oberdorfer Straße,1
22467,Landkreis Marburg-Biedenkopf,Münchhausen,35117,Marburger Straße,82
25224,Kreisfreie Stadt Landshut,Landshut,84034,Ludwig-Erhard-Straße,9
1409,Landkreis Osterholz,Osterholz-Scharmbeck,27711,Marktweide,0
11749,Landkreis Aschaffenburg,Mainaschaff,63814,Jahnstr.,51
24592,Landkreis Rhein-Neckar-Kreis,Wiesloch,69168,Hauptstr.,130
22565,Landkreis Rheingau-Taunus-Kreis,Geisenheim,65366,Beinstraße,3
498,Landkreis Rheingau-Taunus-Kreis,Eltville,65343,Taununsstraße,1
7235,Kreisfreie Stadt Berlin,Berlin,12099,Tempelhofer Damm,187
13100,Kreisfreie Stadt Berlin,Berlin,12103,Alboinstraße,5
1421,Landkreis Osterholz,Lilienthal,28865,Hauptststraße,49
8023,Kreis Oberbergischer Kreis,Hückeswagen,42499,Raderstr.,5b
23637,Kreis Rheinisch-Bergischer Kreis,Wermelskirchen,42929,Berlinerstr.,91
10358,Landkreis Nordsachsen,Taucha,4425,Otto-Schmidt-Straße,2
13151,Kreisfreie Stadt Berlin,Berlin,12355,Alt-Rudow,74
13189,Kreisfreie Stadt Berlin,Berlin,12683,Kulmseestraße,4
13094,Kreisfreie Stadt Berlin,Berlin,12101,Tempelhofer Damm,2
21412,Kreisfreie Stadt Berlin,Berlin,10369,Landsberger Allee,174
21528,Kreisfreie Stadt Berlin,Berlin,12161,Friedrich-Wilhelm-Platz,7
21605,Kreisfreie Stadt Berlin,Berlin,12685,Hasenholzer Allee,2
7317,Kreisfreie Stadt Berlin,Berlin,12621,Planitzstraße,1
7293,Kreisfreie Stadt Berlin,Berlin,12347,Gradestraße,100
7243,Kreisfreie Stadt Berlin,Berlin,12107,Alt-Mariendorf,37
14605,Kreis Wesel,Moers,47441,Uerdinger Straße,31
18422,Stadtkreis Ulm,Ulm,89073,Lohrerstraße,18
12489,Landkreis Neu-Ulm,Neu-Ulm,89231,Memmingerstr.,71
2481,Stadtkreis Ulm,Ulm,89073,Böfinger Straße,50
2485,Stadtkreis Ulm,Ulm,89073,Schillerstraße,30
2484,Stadtkreis Ulm,Ulm,89073,Lehrer Straße,1
2483,Stadtkreis Ulm,Ulm,89073,Helmholtzstraße,6
18426,Stadtkreis Ulm,Ulm,89073,Riedlenstraße,14
2482,Stadtkreis Ulm,Ulm,89073,Haslacher Weg,51
2480,Stadtkreis Ulm,Ulm,89073,Benzstraße,17
12491,Landkreis Neu-Ulm,Neu-Ulm,89231,Wiblinger Straße,59
2493,Stadtkreis Ulm,Ulm,89081,Waldstraße,30
25065,Stadtkreis Ulm,Ulm,89073,Sterngasse,13
25070,Stadtkreis Ulm,Ulm,89073,Hans-und-Sophie-Scholl-Platz,4
18425,Stadtkreis Ulm,Ulm,89073,Prittwitzstraße,10
25066,Stadtkreis Ulm,Ulm,89073,Weinbergweg,95
18424,Stadtkreis Ulm,Ulm,89073,Neue Straße,104
25067,Stadtkreis Ulm,Ulm,89073,Wiblinger Ring,11
12488,Landkreis Neu-Ulm,Neu-Ulm,89231,Hauptstraße,47
25069,Stadtkreis Ulm,Ulm,89073,Wichernstraße,8
25068,Stadtkreis Ulm,Ulm,89073,Albert-Einstein-Allee,0
18420,Stadtkreis Ulm,Ulm,89073,Herrlinger Straße,72
18421,Stadtkreis Ulm,Ulm,89073,Lise-Meitner-Straße,24
25071,Stadtkreis Ulm,Ulm,89075,Sebastian-Kneipp-Weg,619
3351,Landkreis Alb-Donau-Kreis,Blaustein,89134,Erhard-Grözinger-Straße,86
25064,Stadtkreis Ulm,Ulm,89073,Robert-Dick-Weg,4
25063,Stadtkreis Ulm,Ulm,89073,Pranger,9
10275,Landkreis Leipzig,Markkleeberg,4416,Südring,21
12490,Landkreis Neu-Ulm,Neu-Ulm,89231,Schützenstraße,17
20941,Landkreis Neu-Ulm,Elchingen,89275,Elchinger Straße,8
20928,Landkreis Neu-Ulm,Neu-Ulm,89231,Wileystraße,1
12487,Landkreis Neu-Ulm,Neu-Ulm,89231,Borsigstraße,5
20927,Landkreis Neu-Ulm,Neu-Ulm,89231,Illerholzweg,0
18419,Stadtkreis Ulm,Ulm,89073,Am Zundeltor,2
18427,Stadtkreis Ulm,Ulm,89073,Schillerstraße,1
18429,Stadtkreis Ulm,Ulm,89073,Wilhelm-Leuschner-Str.,12
25491,Landkreis Alb-Donau-Kreis,Blaubeuren,89143,Auf dem Graben,20
20926,Landkreis Neu-Ulm,Neu-Ulm,89231,Augsburger Straße,179
25061,Stadtkreis Ulm,Ulm,89073,Jörg-Syrlin-Str.,96
18428,Stadtkreis Ulm,Ulm,89073,Wasenweg,1
25062,Stadtkreis Ulm,Ulm,89073,Magirusstraße,40
6589,Landkreis Neu-Ulm,Senden,89250,Kemptener Straße,15
6585,Landkreis Neu-Ulm,Neu-Ulm,89231,Kantstraße,4
25060,Stadtkreis Ulm,Ulm,89073,Eselsbergersteige,125
25059,Stadtkreis Ulm,Ulm,89073,Blaubeurer Straße,59
18423,Stadtkreis Ulm,Ulm,89073,Magirus-Deutz-Straße,8
6584,Landkreis Neu-Ulm,Neu-Ulm,89231,Carl-Zeiss-Straße,2
