betreiber_id,betreiber
916,WeilerWärme eG
2740,Gemeinde Chieming
851,Gmeinde Ehningen
396,Kastens Hotel Luisenhof GmbH & Co. KG
2783,Sparkasse Elbe-Elster
2742,Gemeinde Seeon-Seebruck
1645,Gemeinde Gstadt
1458,Gemeindewerke Cadolzburg
843,Autohaus Netuschil GmbH
1644,Gemeinde Bretbrunn
1033,Stadtwerke Bühl GmbH
435,Stadtwerke Stade GmbH
558,Gemeinde Nehren
278,Stadtwerke EVB Huntetal GmbH
2825,SCHULZ Systemtechnik GmbH
4698,IT professional Services & Management UG (haftungsbeschränkt)
2442,KEEP GmbH
1982,Johann+Wittmer GmbH
1894,Stadtwerke Neuss Energie und Wasser GmbH
8,Stadtwerke Viernheim GmbH
2715,Gemeinde Rimsting
1147,Energie- und Servicebetrieb Wörrstadt (AöR)
60,Maingau Energie GmbH
585,Stadtverwaltung Meßstetten
3184,Eigenbetrieb der Gemeinde Bad Endbach
640,Aschaffenburger Versorgungs GmbH
864,Gemeindewerke Gundelfingen GmbH
1959,Stadtwerke Ahlen GmbH
1870,Vogelsang Automobile GmbH & Co.KG
3747,Energie Kraft Technik GmbH
1323,Stadtwerke Heilsbronn
4249,Berg- und Jagdhotel Gabelbach GmbH
1227,Stadtwerke Völklingen Vertrieb GmbH
4241,last Hotelinvest GmbH
4527,PSH Parking GmbH
1009,Stadtwerke Gengenbach
1420,E-Werk Schweiger oHG
1124,EnergieSüdwest AG
3310,Überlandwerk Leinetal GmbH
1592,HEWA GmbH
2160,id-netsolutions GmbH
3913,Porsche Zentrum Berlin-Adlershof Porsche Niederlassung Berlin GmbH
2681,Hotel Berwanger Hof GmbH
1699,Wagner Haus und Umwelttechnik GmbH & Co. KG
2437,German Charge
485,PARK SERVICE HÜFNER GmbH + Co. KG
1652,Gemeindewerke Georgensgmünd
187,Autohaus Woldegk GmbH
2136,Versorgungsbetriebe Bordesholm GmbH
2412,Grundmann GbR
4432,Stadt Korntal-Münchingen
3266,Samtgemeinde Hemmoor
1657,In(n) Energie GmbH
1249,Grüne Säule
1620,Kommunalunternehmen Stadtwerke Pfaffenhofen
4157,Autohaus Rolf Horn GmbH
1638,Auto Koch Gmbh
3865,Gemeinde Bad Feilnbach
1922,B&R Energie GmbH
3397,ASS Solar Energie UG & Co. KG
1350,17er Oberlandenergie
845,Stadtwerke Sindelfingen GmbH
4137,Dorfgemeinschaft Hülsenbusch e.V.
1796,Stadtwerke Neuruppin GmbH
3693,Cremlinger Energie GmbH
2047,Stadtwerke Weißenfels GmbH
1664,Netto Marken-Discount AG & CO.KG
373,Stadtwerke Georgsmarienhütte GmbH
1007,Stadtwerke Haslach
2247,Energieversorgung Apolda GmbH
1177,Stadtwerke Germersheim GmbH
867,Gemeinde March
1603,Energieversorgung Oberstdorf GmbH
1506,Stadtwerke Landsberg KU
2836,Fabrilog GmbH & Co. KG
817,Stadtwerke Oerlinghausen
1356,Gemeinde Bichl
3721,Raiffeisenbank Neumarkt-St. Veit - Reischach eG
2120,Stadtwerke Elmshorn
407,Joosten / Joosten GbR
2035,Stadtwerke Bitterfeld-Wolfen GmbH
3513,Maiborn Wolff GmbH
1207,Gemeindewerke Herxheim (Eigenbetrieb)
4607,Cremer-Heitmann GmbH & Co. KG
3949,EDEKA Handelsgesellschaft Nord mbH
1688,Elektrizitätsgenossenschaft Wolkersdorf und Umgebung eG
3835,VR-Bank Neu-Ulm eG
2804,Charming Appartements Hans-Jürgen Robert Straub
2601,Widmann & Winterholler GmbH
3211,Autohaus am Brückentor GmbH & Co. KG
1287,DB Energie GmbH
4517,Stadtwerke Lage GmbH
2043,Technische Werke Naumburg GmbH
169,WEMAG AG
362,Christian Lühmann GmbH
3497,Autohaus Konrad GmbH
2748,Bauer Unternehmensgruppe GmbH & Co. KG
2248,Riedel Automobile GmbH
1619,Auto Mittermeier
1949,Stadtwerke Willich GmbH
2300,Stadtwerke Olbernhau GmbH
3750,Watzmann Natur Energie GmbH
1221,Stadtwerke Merzig GmbH
4364,Stadt Waldenbuch
3287,Euronics XXL Mega Company Varel GmbH
3230,Gutshaus Pohnstorf GbR
2368,stadtraum Gesellschaft für Raumplanung Städtebau & Verkehrstechnik mbH
2371,Stadtwerke Geseke GmbH
3168,Marktflecken Mengerskirchen Gemeinde
2724,Elektrizitätsversorgungsunternehmen (EVU) der Gemeinde Gochsheim
2738,Einzelunternehmung
942,Stadt Neudenau
165,Wohnungsgenossenschaft Warnow Rostock-Warnemünde eG
2026,Städtische Werke Magdeburg GmbH & Co. KG
3192,Dialyse und Nephrologische Praxis Heusenstamm
1396,Donau-Stadtwerke Dillingen-Lauingen
1434,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH
4602,Stadtwerke Nettetal GmbH
98,Kreiswerke-Main-Kinzig GmbH
4148,GfE Gesellschaft für Elektromobilität
2762,Müller - Mühle GmbH & Co. KG Elektrizitätswerk Tauberrettersheim
739,Prosolartec GmbH
1633,Markt Bruckmühl (Gebietskörperschaft)
3233,Susann & Stefan Lochner - Komm ans Meer GbR
4580,Autohaus Mühlenbruch GmbH
1222,energis GmbH
1689,BSH Hausgeräte GmbH
2906,FH Münster
1328,Markt Großostheim
1635,INNergie GmbH
1958,Fenster Fassade Service König GmbH
3851,Elektro Bauer GmbH
1327,Energieversorgung Alzenau GmbH
3370,Dr. Bodo Müller Gewerbe
2773,Nefzger GmbH & Co. KG
218,Block am Ring GmbH & Co. KG
3412,Rilano Group GmbH
2784,Autohaus Berger GmbH
3394,Paul Hettich GmbH & Co. KG.
2400,Auto Becker Klausmann
2889,Autohaus Walter Ritzel GmbH & Co. KG
909,Autohaus Entenmann GmbH & Co. KG
2716,Autohaus Waldmüller GmbH
3303,Autohaus Gerd Hoyer GmbH
3809,Autohaus Fuchs e.K.
2931,Autohaus Weissenfels GmbH
3812,Autohaus Kathan GmbH
1667,Autohaus Widmann & Winterholler GmbH
2194,Stadtwerke Weimar Stadtversorgungs-GmbH
2283,Versorgungsbetriebe Hoyerswerda GmbH
232,aktiv und irma Verbrauchermarkt GmbH
1951,Stadtwerke Kempen GmbH
3402,Bau und Heimwerkermarkt Müllenhoff GmbH
3737,Stadt Geretsried
2594,EVG Perlesreut eG
663,Erlanger Stadtwerke AG
2445,Gemeindewerke Rheinzabern
4720,Stadtwerke Grünstadt GmbH
4515,Stadt Straelen
1925,Stadtwerke Tecklenburger Land GmbH & Co. KG
1670,meistro Energie GmbH
4026,Stadtwerke Pasewalk GmbH
1725,CPI Next Level Ventures GmbH
611,Ungeheuer Automobile GmbH
4504,Autohaus Hinzmann GmbH
900,EJW Tagungszentrum Bernhäuser Forst Körperschaft des öffentlichen Rechts
1984,RPKmedia GmbH
2328,Stadtwerke Döbeln GmbH
1729,ENGIE Deutschland GmbH
2612,Autohaus Fischer GmbH
4566,Felix Automobile GmbH
3589,Autohaus Grötzinger GmbH
2722,Dickert Besitz GmbH & Co KG
4522,Georgios Droukas Hotel Weißer Schwan
1145,Autohaus Weller
1952,Gemeindewerke Grefrath GmbH
4400,Bürgerenergie Schwarzwald e.G.
1182,Gemeindeverwaltung Budeneheim
190,Stadtwerke Grevesmühlen GmbH
4193,EDEKA Süllau
457,Autohaus Unterberger GmbH
4719,Stadtwerke Deidesheim GmbH
1306,Energieversorgung Burghausen GmbH
4113,Nigel Schaefgen & Co. KG
3013,Raudzus & Bossen GmbH & Co. KG
1301,Energie Südbayern GmbH
3820,Autohaus Hengge GmbH
3863,Umweltbildungsstätte Oberelsbach gGmbH
1536,AVHz GmbH
3199,Hofgut Georgenthal GmbH & Co.KG
3968,Stadtwerke Rüsselsheim GmbH
1120,Stadtentwässerung Kaiserslautern AöR
225,Cloppenburg GmbH
5,Vogel Autohäuser GmbH & Co. KG
2563,Autohaus Joas OHG
3920,Autohaus Bothe OHG
2204,Autohaus Kühnert GmbH & Co. KG
3837,Autohaus Stahmer GmbH
4048,Autohaus Hilgert GmbH
1678,Stadtwerke Tirschenreuth
174,ASP Stromtankstelle
1208,Stadtwerke Bad Bergzabern GmbH
2351,Autohaus Strauß GmbH
512,Energiegenossenschaft Starkenburg eG
1119,Stadtbildpflege Kaiserslautern - Eigenbetrieb der Stadt Kaiserslautern
4194,Autohaus Karl Raudzus & Söhne GmbH & Co. KG
3193,Stadtwerke Neu-Isenburg GmbH
2779,Autohaus Sternagel GmbH
3833,Amt für Ernährung Landwirtschaft und Forsten Uffenheim
2302,Autohaus Ruffert GmbH
91,Erneuerbare Energien Rheingau-Taunus GmbH
1161,Autohaus Kainz GmbH & Co. KG
4686,Philipp Automobile GmbH
3247,Autohaus Felske GmbH
2313,Städtische Werke Borna GmbH
3288,Apotheke Hooksiel
2265,Eneco eMobility B.V.
4712,Verbandsgemeindeverwaltung Kirchen (Sieg) juristische Person des öffentl. Rechts
1470,KEW Karwendel Energie & Wasser GmbH
657,Stadtwerke Bayreuth Holding GmbH
2060,Stadtwerke Lutherstadt Eisleben GmbH
1030,Stadtwerke Rastatt GmbH
1687,Stadtwerke Traunstein GmbH & Co. KG
2934,Gemeinde Weiskirchen
2167,Stadtwerke Glückstadt
194,Autohaus Lars Rosenkranz e. K.
1320,Stadtwerke Dinkelsbühl
693,Mercedes- Benz AG - Niederlassung München
160,Autohaus Bilia GmbH & Co. KG
2352,Stadtwerke OELSNITZ/V. GmbH
4237,x07907x - Media and IT-Consulting
1816,Stadtwerke Prenzlau GmbH
3741,Richter R&W GmbH
985,Marabu GmbH & Co. KG
720,Autohaus Rump GmbH
4240,Autohaus Fiebig GmbH
1560,Xaver Ostermaier Stahlhandel Metallbau Einzelunternehmen
840,Autohaus Munding GmbH
4418,Autohaus Uwe Ratzel GmbH & Co. KG
943,Kraichgau Raiffeisen Zentrum eG
798,Stadtwerke Goch GmbH
1802,ADAC Fahrsicherheitszentrum Berlin-Brandenburg GmbH
4211,Vater Holding GmbH
2514,Gemeindewerke Neuendettelsau Eigenbetrieb
690,e-con AG
1521,Elektro Mühlbauer GmbH
3824,Autohaus Pielmeier GmbH & Co. Vertriebs KG
3815,Sportalm Shop und Verleih
1152,Verbandsgemeindewerke Leiningerland Wasserversorgung
4721,Verbandsgemeinde Leiningerland
1106,Mercedes- Benz AG - Niederlassung Wuppertal/Solingen/Remscheid
87,Stadtweke Haiger
2526,Drexl + Ziegler GmbH & Co. KG
1129,Lindner Hotels AG / me and all hotel Mainz
4666,Energieversorgung Pirna GmbH
3561,Stadtwerke Leinfelden- Echterdingen
2321,Stadtwerke Elbtal GmbH
354,Supermarkt Artlenburger Landstraße GmbH
547,Stadt Meßkirch
1196,Müller-Dynamic GmbH
2682,Gemeinde Fischen i. Allgäu
4067,KFZ Hensen
1815,Stadtwerke Schwedt
672,Autohaus Degner GmbH
1271,Wackler Holding SE
1904,Jansen Bau-Sanierung GmbH
249,Gemeinde Bad Zwischenahn
2937,Berberich Torsten e.K. (EDEKA Berberich)
1117,SWK Stadtwerke Kaiserslautern Versorgungs-AG
23,Westfalen AG
467,Thüga Energie GmbH
750,Stadtwerk Verl GmbH
2164,Wildpark Eekholt
771,Stadtwerke Vlotho GmbH
1858,ASP-Eigenbetrieb der Stadt Paderborn
2952,Global Village GmbH
3018,Elektrohaus Zentrum GmbH
785,Pokalshop Nölker-Behling
3213,Hotel Luxstay Quellenhof
3334,Autohaus Pagel GmbH&Co.KG
4765,Stadtwerke Bliestal GmbH
1219,Theis EDL GmbH & Co. KG
306,Stadtwerke Göttingen eMobil
3225,Ferien- und Tagungszentrum Alt Schweriner Werder GmbH & Co.KG
2943,Autohaus Melkus GmbH
3993,Andreas Funken Einzelunternehmer
1218,Auto Wüst GmbH
2751,Eichberger Haustechnik Energietankstelle
1710,Gemeindewerke Pleinfeld
550,Hermann Menton GmbH & Co KG
1268,Autohaus Müller Leipzig
4172,Stork Umweltdienste GmbH
2533,Müller & Klöck GmbH
983,Gemeinde Möglingen
3857,Landratsamt Rhön-Grabfeld
1465,Ammer-Loisach Energie GmbH
1647,Enzinger Tennis & Squash GmbH
3829,Stadtwerke Scheinfeld
1461,Christl Wolfgang Einzelunternehmen
2078,Stadtwerke - Altmärkische Gas- Wasser- und Elektrizitätswerke GmbH Stendal
1561,Stadtwerke Neuburg an der Donau
511,Stadtverwaltung Eberbach
3487,BMW Car IT GmbH
3742,Auto Müller
1989,Stadtwerke Haan GmbH
902,Autohaus Briem GmbH & Co. KG
1450,Stadtwerke Olching GmbH
2702,Auto Neumeier & Seidl GmbH
768,Autohaus Becker-Tiemann GmbH & Co. KG
1183,Gemeindewerke Budenheim AöR
1041,Mercedes- Benz AG - Niederlassung Hamburg Lübeck und Reinfeld
3231,Strandschloss Arielle Inh. Carlo Schmidt
2006,Ernst & Lappe GmbH
1392,Stadtwerke Deggendorf GmbH
2892,Fred Pfennings GmbH & Co. KG
1623,Auto-Hübner GmbH & Co. KG
981,Gebr. Lotter KG
681,Autohaus Fink GmbH & Co KG
1733,Mercedes- Benz AG - Niederlassung Berlin
1478,Stadtwerk Haßfurt GmbH
519,Stromversorgung Sulz am Neckar GmbH
1987,Stadtwerke Velbert GmbH
1953,Stadtwerke Warendorf GmbH
1524,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH
941,Gemeinde Ilsfeld
463,Autohaus Mayer & Kloos GmbH
1591,StWL Städtische Werke Lauf a. d. Pegnitz GmbH
1296,Stadtwerke Weiden i.d.OPf. AöR
1730,Senertec Center Berlin Brandenburg GmbH
3802,Autohaus Thaler KG
3026,Berufsbildungszentrum am Nord-Ostsee- Kanal AöR
1957,Stadtwerke Ostmünsterland GmbH & Co. KG
1558,Stadt Schrobenhausen
1557,Gemeinde Unterföhring
2614,Stadt Abensberg
4223,e-Mobilität Linnau/Lindewitt e.V.
4490,Stadtwerk Rheda-Wiedenbrück
1234,Stadtwerke Saarlouis GmbH
4495,Elektro Holtkamp GmbH
233,OPG mbH
99,Maintal-Werke GmbH
3500,EDEKA Brück Torsten Brück e.K.
756,NEW Niederrhein Energie und Wasser GmbH
4465,Lagerkorn GmbH
2822,Stromversorgung Angermünde GmbH
4329,GENO-Haus Stuttgart GmbH + Co. KG Verwaltungsgesellschaft
569,Energieversorgung Klettgau-Rheintal GmbH & Co. KG
742,Stadtwerke Gütersloh GmbH
1153,Gemeindewerke Haßloch GmbH
2012,Ostendorf GmbH
1948,Stautenhof
1059,Stadtwerke Achim AG
992,Stadtwerke Wertheim GmbH
90,Stadtwerke Weilburg GmbH
2747,SunBrush mobil GmbH
2046,Gerth-Mobile e.Kfm.
3786,Markt Wilhermsdorf
4327,DKS Immobiliengesellschaft
3885,Autohaus W. Hager und Sohn GmbH
315,Stadtwerke Hameln Weserbergland GmbH
2808,Stadtwerke Eisenhüttenstadt GmbH
3480,Energiedienste der Landeshauptstadt Stuttgart GmbH
560,Mercedes-Benz AG
3617,Gemeinde Erdmannhausen; Gebietskörperschaft
873,Stadt Neuenburg am Rhein
858,Plattenhardt + Wirth GmbH
3095,Gemeinde Lohsa
1149,Stadtwerke Bad Dürkheim GmbH
2172,Stadtwerke Ahrensburg GmbH
45,Autohaus Karl + Co. GmbH & Co. KG
1173,Autohaus Schaal GmbH
3510,Bayerische Motoren Werke Aktiengesellschaft
885,BMW Autohaus Märtin GmbH
1673,Nusser Mineralöl GmbH
227,Stadtwerke Emden GmbH
301,Stadtwerke Bad Harzburg GmbH
2020,DVV Stadtwerke Dessau
2667,Gemeinde Altenstadt a.d.Waldnaab
3444,KWG GmbH Nußloch
2273,Freiherr von Maltzahn
3539,Stadt Breisach am Rhein
260,Gemeinde Suedheide
2058,Stadtwerke Blankenburg GmbH
3623,Hermann Geuder e.K. Elektrizitätswerk
4498,T.W.O. Technische Werke Osning GmbH
1358,Landkreis Bamberg
2303,Stadtwerke Löbau GmbH
734,Procar Automobile GmbH
2925,AHAG Automobil-Handels-Ges. Egon Gladen GmbH & Co. KG
979,Autohaus Müller GmbH & Co. KG
4693,Autohaus Muhra GmbH
4320,Phosergy
401,Mercedes- Benz AG - Niederlassung Hannover
2432,Stadt Altenkirchen
2274,mobilforum GmbH | BMW Vertragshändler
440,Stadtwerke Uelzen GmbH
755,Gemeindewerke Steinhagen GmbH
2421,HANKO Kraftfahrzeughandel GmbH
2999,Hotel Fichtenbreite
1911,Autohaus Erwin Schmidt GmbH & Co. KG
2688,SCHMID Service GmbH
2959,AHAG Bochum GmbH
2064,Autohaus Fritze GmbH & Co. KG
1511,BürgerEnergie Niederbayern eG
2770,Riller & Schnauck GmbH
2651,Spaett GmbH & Co. KG
2158,STADAC GmbH & Co. KG
3227,Windpark Kalkhorst Gmbh & Co KG
1581,Autohaus Graser GmbH
1868,Erenja AG & Co. KG
927,Autohaus Fetzer GmbH
736,Auto-Zentrum Bernhard Ernst GmbH & Co. KG
79,Gasthaus Zum Lindenwirt
2182,United Capital Beteiligungsgesellschaft mbH
3795,Autohaus Herrnleben GmbH
4015,Autohaus Wigger GmbH
653,Autohaus Sperber GmbH & Co. KG
4047,Autohaus Walkenhorst GmbH
478,Stadtwerke Winnenden GmbH
2705,Autohaus Praller GmbH
3828,Rene Partl GmbH
4624,Becker-Tiemann Minden-Lübbecke GmbH & Co. KG
1018,Stadtwerke Aalen GmbH
3350,Autohaus Becker-Tiemann Schaumburg GmbH & Co. KG
2384,Autohaus Becker-Tiemann Minden-Lübbecke GmbH & Co. KG
3221,Autohaus Norbert Stang e. K.
3219,Huogp Pfohe GmbH
441,Elektro-Rosin GmbH
4630,cowelio GmbH
4709,Dr. von Ehrenwallsche Klinik
2227,Marcus Michel Hotel-Restaurant-Bergfried
543,Gemeindewerke Krauchenwies - Stromversorgung Eigenbetrieb
604,Audi AG
2435,Walter Metzen GmbH & Co KG
3468,HEG Heidelberger Energiegenossenschaft eG
3015,Markus Wenzel e.K.
4689,Hakvoort GmbH
1935,Stadtwerke Lengerich GmbH
4027,Stadt Seebad Ueckermünde
1445,Albatros Multi Tenant S.á r.l c/o NAS Real Süd West GmbH
3792,Tief-Dörfler Automotive GmbH
707,Stadtwerke Gronau GmbH
1200,Elektrotechnik Hermes
609,Badische Energie-Servicegesellschaft mbH
4546,Cloppenburg GmbH Achim
3429,Autohaus Zeisler GmbH
883,Autohaus Schmid GmbH
2066,Autohaus Ehrl GmbH
3752,Autohaus Moderegger GmbH
3284,Helming & Sohn GmbH
2365,Alfred Wahl GmbH & Co. KG
1841,Kögel Bau GmbH & Co. KG
802,Fett & Wirtz
3855,Stadt Wörth a.d. Donau
1968,Stadtwerke Hemer GmbH
4741,Stadtwerke Karlsruhe GmbH
2181,Autohaus Hansa Nord GmbH
238,Volkswagen AG Werk Salzgitter
1684,Schwarz GmbH
3755,Vögl GmbH & Co. Cham KG
10,Energieried GmbH & Co.KG
3456,Stadtwerke Sigmaringen
3731,Hermann Arnold GmbH
3626,Gebrüder Eirich GmbH & Co KG
2657,Autohaus Schweitzer GmbH
1284,Auto-Leebmann GmbH
3659,Wirtschaftsgesellschaft des Kfz-Gewerbes Hessen mbH
956,IDS GmbH
4,Entega Plus GmbH
667,Mercedes- Benz AG - Niederlassung Nürnberg
3771,P. u. M. Günter GbR
2646,Autohaus Baierbrunn GmbH
3461,Gottstein GmbH Automobile + Motorräder
4143,Jakob Elektrotechnik
51,Stadtwerke Bad Hersfeld GmbH
3055,Langenhan GmbH
1353,Autohaus Michael Schmidt GmbH
2243,Autohaus Matthes GmbH
153,Autohaus Fulda Krah & Enders GmbH
3169,SVG Autohof Hessen GmbH
4501,Franz Davids Loherhof GmbH & Co. KG
3086,Langenhan Eisenach GmbH
3871,Elektro Weber GmbH
2239,Langenhan Mühlhausen GmbH
803,Stadtwerke Kevelaer
4619,Autohaus Peter Marleaux GmbH & Co.KG
1752,Stadtwerke Frankfurt (Oder) GmbH
4697,Bornewasser e. K.
4767,Elektro Jäckel e.K.
4120,Gemeinde Wallenhorst
352,Hansestadt Lüneburg ( Gebäudewirtschaft )
3143,Stadt Viernheim
499,Immobilien Balaj GmbH
1728,ubitricity Gesellschaft für verteilte Energiesysteme mbH
761,Kohl-Automobile GmbH
3499,Autohaus Wormser GmbH
3201,Stadt Niedenstein
3986,Autohaus Euler Hofheim GmbH
4525,Autohaus Euler GmbH
3194,Autohaus Winter GmbH & Co. KG
2128,Stadtwerke Schwentinental GmbH
695,NTT DATA Deutschland GmbH
2653,Moll GmbH & Co KG
1501,Knauf Gips KG
4140,Kaltenbach Automobile GmbH & Co. KG
4569,Cloppenburg GmbH Duisburg
4243,Florian Simon e.K.
2936,Stadtwerke Homburg GmbH
3710,Autohaus Hofmann NL der Ingolstädter Autohaus GmbH
3195,delta pronatura Dr. Krauss & Dr. Beckmann KG
1814,Wernecke GmbH
1073,Elena Siebelt / Hotel Residenz
1757,Andreas Ehrl Potsdam GmbH & Co. KG
3312,Bertram GmbH
1910,Stadtwerke Werl GmbH
753,Stadtwerke Schloss Holte-Stukenbrock GmbH
2967,Overdreef GmbH
1443,BMW AG
1525,Gemeindewerke Holzkirchen GmbH
1088,Mercedes- Benz AG - Niederlassung Köln / Leverkusen
630,BMW AG Niederlassung Stuttgart
3099,Gemeindeverwaltung Zschorlau
2605,Stadtwerke Langenzenn BgA
2486,Stadt Passau
136,Energieversorgung Offenbach AG
1641,E-Werk Buchauer
2390,Zweckverband Erholungsgebiet Unterbacher See Körperschaft des Öffentlichen Rechts
3759,EDEKA Handelsgesellschaft Südbayern mbH
723,Autohaus Tönnemann GmbH & Co. KG
557,Elektrizitätswerk Karl Stengle GmbH & Co. KG
1351,Golfclub München Riedhof e.V.
2141,May & Olde GmbH
1395,VR-Bank Donau-Mindel eG
351,Landkreis Lünebug
4605,Zielke KG
1406,Autohaus Ebersberg GmbH & Co. KG
2415,Ebbinghaus Grundstücksverwaltungs GmbH & Co. KG
3694,Samtgemeinde Baddeckenstedt
1632,Stadtwerke Bad Aibling
778,Stadtwerke Brilon Energie GmbH
2713,Gemeinde Frasdorf Gesellschaft des öffentlichen Rechts
48,Energieservice Rhein-Main GmbH
2427,Stadtwerke Pirmasens Versorgungs GmbH
1013,Betten-ABC GmbH
1258,Energiegenossenschaft Chemnitz Zwickau eG
1490,PV Dietzel
1237,Stadtwerke Dillingen/Saar GmbH
644,Mercedes- Benz AG - Niederlassung Augsburg
2441,Hotel Braun Einzelunternehmen
375,METANK GmbH
3886,W. Hager & Sohn GmbH
1150,Stadt Wachenheim -Eigenbetrieb-
2076,Stadtwerke Schoenebeck GmbH
3615,EDEKA Versorgungsgesellschaft mbH
4340,Autohaus Augsburg GmbH
247,Hotel Am Badepark A.&D.Warmerdam GbR.
248,Hotel Amsterdam A. & D. Warmerdam GbR
3256,Hotel Bad Zwischenahn A.&D.Warmerdam GbR
4264,Große Kreisstadt Wangen im Allgäu
676,Autohaus Hofmann GmbH
1848,Autohaus Kaltenbach GmbH & Co. KG
1552,Christina und Michael Schmidt GbR
881,Stadtwerke Waldkirch GmbH
2114,Stadtwerke Oldenburg in Holstein GmbH
3983,Krah+Enders GmbH & Co. KG
3141,Böhm Elektrobau Inh. Martin Böhm
480,HAHN AUTOMOBILE
4160,Julia & Reinhard Rümler GbR
577,Stadtwerke Balingen
1092,SWK ENERGIE GmbH
2630,Büttenpapierfabrik Gmund GmbH und Co. KG
123,SWB Stadtwerke Biedenkopf GmbH
3735,GO-Event! - Eventagentur & Livekommunikation GmbH
3144,Reimo Reisemobilcenter GmbH
1022,GEO Gesellschaft für Energieversorgung Ostalb mbH
1825,Mercedes- Benz AG - Niederlassung Bremen
3603,Stadtwerke Engen GmbH
1051,Mercedes- Benz AG - Niederlassung Frankfurt
1674,Stadtwerke Bogen GmbH
974,Autohaus Lehmann GmbH
1308,Autohaus Langlinderer e.K.
177,Neubrandenburger Wohnungsgesellschaft mbH
940,Autohaus Tschirley GmbH
598,B+B Parkhaus GmbH & Co.KG
2584,Golfclub München Eichenried GmbH & Co. KG
201,Gemeinde Altwarp über Amt am Stettiner Haff
1429,Herzo Werke GmbH
4141,NovaTec Kommunikationstechnik Gmbh
589,Stadtwerke Baden-Baden
2600,KommEnergie GmbH
1299,Fink IT-Solutions GmbH & Co. KG
818,Stadtwerke Lüdenscheid GmbH
2555,Stadtwerke Bad Rodach
1863,Stadtwerke Lichtenau GmbH
46,Aral Pulse
1317,Markt Schmidmühlen Gebietskörperschaft
325,Stadtwerke Munster-Bispingen GmbH
3553,Gemeinde Keltern
4326,Jäger Parkhaus-Betreibungs-GmbH
4503,IELO Innovative Energielösungen Oldenburg
2117,Großenbrode Tourismus Service und Grundstücks GmbH
2102,Watt und Mehr -Zukunftsforum Pellworm e.V.
1940,Stadtwerke Fröndenberg Wickede GmbH
1238,Gemeindewerke Wadgassen GmbH
1316,RegioGrünStrom GmbH & Co. KG
591,StromSpeicherMarkt GmbH
4179,Weigl Automobile GmbH
1205,Gemeinde- und Verbandsgemeindewerke Dudenhofen
2309,Stadtwerke Niesky GmbH
3587,Heisig EDV
158,1A Ladetechnik GmbH
1274,BayWa AG
2660,MTG260281
2592,Gemeinde Hallbergmoos
472,Stadtwerke Fellbach GmbH
3899,Gemeindewerke Peißenberg KU
4226,Gemeinde Jardelund
2710,Stadt Bischofsheim i. d. Rhön
1399,Stadtwerke Dingolfing GmbH
2359,Stadtwerke Meerane GmbH
109,Magistrat der Stadt Hochheim am main
1548,Sahlberg GmbH
596,Mercedes-Benz AG - Niederlassung Mannheim-Heidelberg-Landau
17,Mercedes- Benz AG - Niederlassung Darmstadt
4076,Gemeinde Isenbüttel
542,Stadtwerke Sigmaringen GmbH
2379,Europlast-Nycast GmbH
636,InAS - Infrastruktur Amberg-Sulzbach GmbH
508,MLP Finanzberatung
4336,Stadtwerke Amberg Bäder und Park
3157,Gemeinde Ahnatal
2290,FEN – Handels und Dienstleistungs GmbH
2134,Stadtwerke Eckernförde GmbH
184,Stadtwerke Malchow
889,Zimmerei Schwörer GmbH
4198,Gemeinde Viöl
2499,Handwerkskammer für Unterfranken
759,WEP Wärme- Energie- und Prozesstechnik GmbH
2662,Stadtwerke Bad Windsheim
1731,Scandic Hotels Deutschland GmbH
2305,Stadtwerke Görlitz AG
3738,Gemeinde Litzendorf
3634,EDEKA Handelsgesellschaft Südwest mbH
2800,Havelstrom Zehdenick GmbH
3881,Bayerischer Yacht-Club e.V.
1322,Stadtwerke Feuchtwangen
1834,Privathotel Lindtner Hamburg GmbH
1626,Auto Fuchs
3289,Bertrandt Ing.-Büro GmbH Tappenbeck
219,Volkswagen AG Standort Braunschweig
1453,Stadtwerke Fürstenfeldbruck GmbH
1875,Stadtwerke Haltern am See GmbH
2557,Kloiber GmbH
2180,ORLEN Deutschland GmbH
1114,Malte Reiter Fotografie
3648,Alstervogel CarSharing e.V.
2521,Gemeindewerke Kahl Versorgungsgesellschaft mbH
1333,Gemeinde Kahl a. Main
3880,Gemeinde Dittelbrunn
1914,Mercedes- Benz AG - Niederlassung Aachen
2360,Autohaus Zwingenberger
1178,Stadtwerke Ramstein-Miesenbach GmbH
1758,Barnimer Energiebeteiligungsgesellschaft mbH (BEBG)
3239,Stad Eggesin
2826,Bobrink & Co.
571,Golfclub Obere Alp e.v.
4189,Wintershall Dea Deutschland AG
4669,Autohaus Maul & Hoyer GmbH
2913,Mercedes- Benz AG - Niederlassung Dortmund/Unna/Lünen
1627,Sparkasse Bad Neustadt a.d. Saale
37,Ladekonzepte
599,Stadtwerke Heilbronn GmbH
2347,Electric ELB Gebäudetechnik GmbH
1136,Schäfer - Sandwiese - Einzelunternehmen
3151,Horst Hack GmbH
1500,Landratsamt Kitzingen
613,Visteon Electronics Germany
1523,Bosch Rexroth AG
35,ASW Wahl GmbH & Co. KG
1582,Mercedes- Benz AG - Niederlassung Ulm/Schwäbisch Gmünd
4397,Object Carpet GmbH
